Date,Virus/ml 7d Avg,Virus/ml,Lab ID,Virus,Units,<- CAL3 | DWRL ->,Virus/ml 7d Avg,Virus/ml,Virus,Units
2021-08-04,1577.506333333333,2009.186,CAL3,2009186,,,,,,
2021-08-03,1160.7776666666666,,,,,,,,,
2021-08-02,1160.7776666666666,1760.0,CAL3,1760000,,,,,,
2021-08-01,861.1665,,,,,,,,,
2021-07-31,861.1665,,,,,,,,,
2021-07-30,861.1665,963.333,CAL3,963333,,,,,,
2021-07-29,512.5,,,,,,,,,
2021-07-28,512.5,759.0,CAL3,759000,,,,,,
2021-07-27,279.3,,,,,,,,,
2021-07-26,279.3,,,,,,,,,
2021-07-25,348.64433333333335,,,,,,,,,
2021-07-24,348.64433333333335,,,,,,,,,
2021-07-23,348.64433333333335,266.0,CAL3,266000,,,,,,
2021-07-22,311.64433333333335,,,,,,,,,
2021-07-21,311.64433333333335,292.6,CAL3,292600,,,,,,
2021-07-20,270.3,,,,,,,,,
2021-07-19,270.3,487.333,CAL3,487333,,,,,,
2021-07-18,227.74466666666663,,,,,,,,,
2021-07-17,227.74466666666663,,,,,,,,,
2021-07-16,227.74466666666663,155.0,CAL3,155000,,,,,,
2021-07-15,224.85566666666662,,,,,,,,,
2021-07-14,224.85566666666662,168.567,CAL3,168567,,,,,,
2021-07-13,339.2223333333333,,,,,,,,,
2021-07-12,339.2223333333333,359.667,CAL3,359667,,,,,,
2021-07-11,284.0,,,,,,,,,
2021-07-10,284.0,,,,,,,,,
2021-07-09,284.0,146.333,CAL3,146333,,,,,,
2021-07-08,257.3223333333333,,,,,,,,,
2021-07-07,257.3223333333333,511.667,CAL3,511667,,,,,,
2021-07-06,100.71666666666668,,,,,,,,,
2021-07-05,100.71666666666668,194.0,CAL3,194000,,,,,,
2021-07-04,49.56666666666666,,,,,,,,,
2021-07-03,49.56666666666666,,,,,,,,,
2021-07-02,49.56666666666666,66.3,CAL3,66300,,,,,,
2021-07-01,41.2,,,,,,,,,
2021-06-30,41.2,41.85,CAL3,41850,,,,,,
2021-06-29,40.55,,,,,,,,,
2021-06-28,40.55,40.55,CAL3,40550,,,,,,
