Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-06-19,31777,579115,28392,5332,650,1.04538018026
2020-06-18,26956,465621,28185,5458,695,1.04347586291
2020-06-17,23885,488570,28311,5605,782,1.04134985595
2020-06-16,23498,464715,28028,5564,713,1.03903517035
2020-06-15,18521,449488,27115,5695,375,1.03657091354
2020-06-14,21486,485082,27247,5743,358,1.0331725582100002
2020-06-13,25344,519910,27902,5878,695,1.02970346716
2020-06-12,23318,583418,28524,6012,775,1.02619711713
2020-06-11,22023,448120,29064,6067,912,1.0226772473
2020-06-10,20749,422704,30203,6242,878,1.01915600069
2020-06-09,17166,415882,30547,6450,902,1.01563388984
2020-06-08,17123,399865,29969,6394,655,1.0121015379
2020-06-07,19307,445476,30299,6493,460,1.0085428652200001
2020-06-06,22355,477704,30909,6754,717,1.0049392042299998
2020-06-05,22990,504193,31335,6912,848,1.00127372625
2020-06-04,20566,460504,31659,7054,876,0.997535531191
2020-06-03,20189,467820,32081,7224,960,0.993722774665
2020-06-02,19940,420453,32728,7403,969,0.989844302704
2020-06-01,20251,413933,33160,7588,675,0.9859194561779999
2020-05-31,21566,399317,33840,7623,655,0.981976003958
2020-05-30,23712,427809,34650,7956,937,0.9780465254330001
2020-05-29,23365,492364,35871,8175,1178,0.97416390059
2020-05-28,22467,419799,36967,8389,1272,0.9703567712799999
2020-05-27,19300,307610,37251,8547,1271,0.966645836707
2020-05-26,16571,307652,36609,8585,635,0.963041639556
2020-05-25,18669,421668,36668,8472,562,0.959544161701
2020-05-24,20101,383143,36706,8487,678,0.956144188935
2020-05-23,21653,398760,37873,8812,1048,0.952826113586
2020-05-22,24452,405101,38802,9048,1287,0.949571662797
2020-05-21,26490,423137,39915,9090,1403,0.946363959708
2020-05-20,21469,410298,40884,9829,1387,0.9431913177240001
2020-05-19,20731,402319,41091,9829,1298,0.940050213478
2020-05-18,20915,357257,40869,9987,859,0.936946983361
2020-05-17,20256,373493,41108,10164,882,0.933897961567
2020-05-16,24627,363785,42896,10509,1266,0.930928022315
2020-05-15,24599,360803,42854,10704,1498,0.928067776566
2020-05-14,26601,366651,44075,10888,1878,0.9253499439799999
2020-05-13,21182,321472,44514,10978,1691,0.9228055545
2020-05-12,22587,310132,45199,11241,1475,0.920460653718
2020-05-11,18199,384003,44191,11147,872,0.9183340032739999
2020-05-10,21584,268006,44943,11393,1016,0.916435983853
2020-05-09,24708,291829,46637,11496,1440,0.9147686506589999
2020-05-08,27584,299973,47718,11780,1778,0.913326685084
2020-05-07,27500,303663,49130,12137,2733,0.91209889251
2020-05-06,24950,247383,50227,9380,1930,0.9110699089309999
2020-05-05,22398,272954,50906,9348,2438,0.910221847361
2020-05-04,22361,233242,50062,9366,1009,0.9095357155589999
2020-05-03,25769,236737,50312,9292,1210,0.908992534734
2020-05-02,29298,249297,51734,9403,1544,0.908578590033
2020-05-01,33043,297568,52370,9205,1746,0.908296174854
2020-04-30,29581,235443,53793,9486,2114,0.908134858187
2020-04-29,27140,240902,54930,9612,2692,0.9081021362530001
2020-04-28,25078,207869,54940,9491,2050,0.9080643295399999
2020-04-27,22016,198034,54971,9655,1219,0.908088868793
2020-04-26,27387,206592,55050,14831,1179,0.908167938344
2020-04-25,36001,278109,56344,15020,1712,0.908295202217
2020-04-24,34149,237070,56075,15078,1859,0.908536937902
2020-04-23,31749,194346,57889,15163,1761,0.908887686182
2020-04-22,28872,324492,58130,15341,2060,0.909427115152
2020-04-21,26278,153860,58579,15228,2426,0.9099822613590001
2020-04-20,25811,146494,55677,14691,1756,0.9104311946060001
2020-04-19,27387,153687,55570,14548,1735,0.9109345154999999
2020-04-18,27962,146212,56591,14788,1830,0.9114966431999999
2020-04-17,31979,159554,57808,14910,2081,0.9122065346510001
2020-04-16,30813,163453,58625,15150,2142,0.9132521742630001
2020-04-15,30224,138052,59260,14667,2486,0.914722581619
2020-04-14,25600,152127,58719,14039,2284,0.9167253866769999
2020-04-13,25224,133405,55295,13632,1566,0.9180960153829999
2020-04-12,27854,139309,54749,13623,1632,0.9196467358849999
2020-04-11,30603,138880,54757,13280,1996,0.921407499186
2020-04-10,34194,157467,51745,12698,2049,0.9234139534100001
2020-04-09,34382,169673,49826,12254,1977,0.925708793797
2020-04-08,30442,147434,44063,9932,1943,0.928343533224
2020-04-07,30562,154273,42294,9875,1954,0.9313808513840001
2020-04-06,28836,151484,34663,6943,1246,0.934897742361
2020-04-05,25471,119187,30905,5677,1277,0.938989762861
2020-04-04,33196,229252,29095,5383,1432,0.943776789515
2020-04-03,31852,132529,24564,4811,1257,0.949410821438
2020-04-02,27980,118993,21833,4410,1153,0.956086498699
2020-04-01,25711,108156,19982,3937,989,0.964055106293
2020-03-31,24671,112321,17856,3487,861,0.9736428009579999
2020-03-30,21887,118615,15574,3087,573,0.985273444384
2020-03-29,19585,87531,13833,2456,519,0.999495412351
2020-03-28,19678,106822,12179,2174,512,1.01700955285
2020-03-27,19024,103475,10789,1792,396,1.03869146073
2020-03-26,17629,101618,7617,1299,311,1.06559508825
2020-03-25,12838,84243,4971,,233,1.0989173626200002
2020-03-24,10612,68956,3828,,225,1.1398986789799999
2020-03-23,11440,58192,2770,,98,1.18963927745
2020-03-22,9244,45266,2155,,141,1.24883483454
2020-03-21,6877,45268,1436,,60,1.31747653122
2020-03-20,6240,36607,1042,,68,1.39460480416
2020-03-19,4660,27937,617,,45,1.47822217626
2020-03-18,3166,25087,416,,30,1.56543765665
2020-03-17,743,14297,325,,22,1.65284019222
2020-03-16,2248,18739,,,22,1.7370141531
2020-03-15,1708,8093,,,14,1.81505459591
2020-03-14,1284,4941,,,9,1.8849398421599999
2020-03-13,1382,9470,,,4,1.94567454654
2020-03-12,949,5545,,,8,1.9972020921
2020-03-11,724,4014,,,6,2.0401602731
2020-03-10,592,2580,,,2,2.07558573399
2020-03-09,488,1888,,,4,2.10465499048
2020-03-08,205,924,,,4,2.1285056881299997
2020-03-07,335,831,,,1,2.14814052659
2020-03-06,337,944,,,6,2.16439369488
2020-03-05,140,607,,,4,2.1779349567099997
2020-03-04,200,1104,,,2,2.1892913478400002
2020-03-03,101,247,,,3,2.19887386714
2020-03-02,81,189,,,3,2.20700282988
2020-03-01,88,85,,,3,2.21392928152
