Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-07-18,65180,761771,57562,6396,872,1.025313367
2020-07-17,77233,851788,57705,6453,951,1.0293230702399998
2020-07-16,71229,830918,57369,6359,977,1.03346282036
2020-07-15,65106,756470,56171,6328,855,1.03771046763
2020-07-14,62879,760282,55533,6235,736,1.04103052378
2020-07-13,58465,722099,53988,6074,327,1.0443931322700002
2020-07-12,60978,727318,52632,5930,476,1.04782027879
2020-07-11,63007,635437,51834,5939,757,1.05132569476
2020-07-10,66645,823375,51577,5896,854,1.0549154247399999
2020-07-09,58836,698788,43924,5845,867,1.05856238787
2020-07-08,62147,628262,43072,5874,897,1.0622728809200002
2020-07-07,51766,633221,41755,5832,922,1.06605127978
2020-07-06,41600,519951,39759,5684,242,1.06992450109
2020-07-05,45789,656908,38730,5653,209,1.07388486553
2020-07-04,54734,642231,38128,5633,306,1.0779155230500002
2020-07-03,54223,721440,37772,5597,597,1.08199843384
2020-07-02,53826,663376,37500,5626,697,1.08620027376
2020-07-01,50674,633282,36393,5512,701,1.09043338833
2020-06-30,47462,633945,35249,5424,596,1.09469589613
2020-06-29,39175,631715,33575,5380,330,1.09645127567
2020-06-28,41857,586643,32481,5248,271,1.09815165638
2020-06-27,43783,602866,32483,5315,509,1.09977296167
2020-06-26,44421,601962,31728,5283,636,1.1012772377200002
2020-06-25,39072,635891,31843,5319,2501,1.10263677239
2020-06-24,38684,511135,31086,5293,724,1.10383257731
2020-06-23,33021,499595,30234,5402,708,1.1048460471100001
2020-06-22,27017,462378,28794,5323,283,1.10566007569
2020-06-21,27284,512828,28171,5195,292,1.1062603099600001
2020-06-20,31994,567193,27957,5229,628,1.10663647117
2020-06-19,31046,569490,28639,5341,655,1.1067836495
2020-06-18,27527,513906,28409,5465,704,1.10670296956
2020-06-17,23873,487157,28562,5613,767,1.10640144395
2020-06-16,23435,463137,28265,5570,729,1.1058908835299999
2020-06-15,18510,435160,27772,5703,380,1.10518500755
2020-06-14,21373,482888,27857,5749,355,1.10223747035
2020-06-13,25341,505393,28509,5883,691,1.09910756561
2020-06-12,23477,617370,29152,6017,772,1.0957996007100002
2020-06-11,22032,456423,29698,6074,898,1.09230931355
2020-06-10,20803,428279,30847,6249,885,1.08862319996
2020-06-09,17175,419977,31155,6457,898,1.0847195322499998
2020-06-08,17012,396191,30609,6402,660,1.08057107581
2020-06-07,18823,447150,30890,6501,446,1.0761492535700001
2020-06-06,23106,512371,31465,6762,727,1.0714292855399998
2020-06-05,23352,506275,31869,6920,823,1.06639564479
2020-06-04,20839,460984,32234,7057,888,1.0610470239299998
2020-06-03,20312,466714,32659,7227,991,1.05539993037
2020-06-02,19982,418646,33327,7407,959,1.04949008376
2020-06-01,20415,412327,33689,7591,665,1.04337104
2020-05-31,21639,396171,34332,7626,649,1.03710992809
2020-05-30,23762,425754,35196,7956,929,1.0307807872399999
2020-05-29,23522,487229,36409,8175,1179,1.0244565699
2020-05-28,22601,434470,37542,8389,1226,1.0182012365000002
2020-05-27,19385,308433,37766,8547,1318,1.01206337711
2020-05-26,16629,305932,37210,8585,640,1.0060724494600002
2020-05-25,18798,422588,37200,8472,555,1.00023815091
2020-05-24,20105,381505,37255,8487,678,0.994552830881
2020-05-23,21590,390000,38168,8733,1060,0.988996358933
2020-05-22,24555,409088,39391,9048,1335,0.983542561614
2020-05-21,26513,461819,40657,9090,1388,0.978166214182
2020-05-20,21319,407159,41202,9522,1392,0.972849572826
2020-05-19,20853,401339,41383,9597,1325,0.967587520116
2020-05-18,20992,354713,41212,9755,844,0.96239057105
2020-05-17,20171,371154,41325,9932,846,0.95728527767
2020-05-16,24701,362120,42941,10277,984,0.952311975686
2020-05-15,24710,358323,42943,10472,1502,0.947520290704
2020-05-14,26705,364074,44221,10656,1871,0.942963261699
2020-05-13,21193,319041,45311,10978,1696,0.9386911670649999
2020-05-12,22663,308555,45942,11241,1472,0.9347461590289999
2020-05-11,18236,382123,44961,11147,887,0.931158510347
2020-05-10,21504,266330,45595,11393,1024,0.927944824501
2020-05-09,24810,291609,47152,11496,1432,0.9251081260359999
2020-05-08,27605,297850,48284,11780,1779,0.922639413208
2020-05-07,27490,301644,49872,12137,2740,0.920520105299
2020-05-06,25056,244833,50949,12478,1932,0.918724830204
2020-05-05,22449,271471,51590,12629,2445,0.917224116679
2020-05-04,22523,231456,50740,12696,1012,0.915986714411
2020-05-03,25767,236514,51020,12722,1206,0.9149814144159999
2020-05-02,29185,247084,52418,12904,1541,0.914178992535
2020-05-01,33056,295226,53127,12845,1753,0.913552911987
2020-04-30,29619,232647,54635,13255,2117,0.913078205128
2020-04-29,26590,238766,55708,13535,2692,0.912732915334
2020-04-28,25219,206614,55725,13562,2042,0.912493735392
2020-04-27,22605,195400,55765,13812,1237,0.912346521751
2020-04-26,27380,206288,55802,14099,1188,0.9122771958329999
2020-04-25,35901,276150,57026,14414,1714,0.912273903956
2020-04-24,34174,235857,56871,14602,1865,0.912344670115
2020-04-23,31788,192814,58583,14744,1764,0.912489618796
2020-04-22,28912,323479,58765,15015,2065,0.912710700053
2020-04-21,26333,152834,59379,14941,2429,0.912983055357
2020-04-20,25872,145688,56386,14489,1765,0.913259867362
2020-04-19,27468,153930,56166,14410,1733,0.91357733519
2020-04-18,27963,145834,57402,14768,1837,0.913936329552
2020-04-17,31964,158684,58531,14890,2077,0.9144576153399999
2020-04-16,30923,163798,59139,15130,2141,0.915133579274
2020-04-15,30298,136982,59538,14647,2486,0.915976722226
2020-04-14,25631,151772,59221,14039,2287,0.916894977825
2020-04-13,25133,134183,55815,13632,1572,0.9178156276520001
2020-04-12,27844,138917,55136,13623,1630,0.918872883679
2020-04-11,30561,136987,55229,13280,1982,0.920096330819
2020-04-10,34351,158393,52373,12698,2055,0.9215223487459999
2020-04-09,34419,171058,50535,12254,1972,0.9231957477320001
2020-04-08,30534,147488,44833,10180,1944,0.9251718352680001
2020-04-07,30737,154242,43163,9821,1956,0.92751904534
2020-04-06,28937,152008,35559,6943,1254,0.930322310496
2020-04-05,25550,119655,31593,5677,1285,0.9336874250820001
2020-04-04,33252,229193,29749,5383,1440,0.937746744259
2020-04-03,31945,132890,25234,4811,1259,0.942666695333
2020-04-02,27992,118851,22538,4410,1149,0.9486577489110001
2020-04-01,25773,108521,20517,3937,988,0.9559876940790001
2020-03-31,24694,112330,17910,3487,861,0.964999227384
2020-03-30,21897,118461,15616,3087,577,0.9761328403389999
2020-03-29,19655,87612,13868,2456,516,0.989955403396
2020-03-28,19724,106870,12216,2174,519,1.0071929561700002
2020-03-27,19044,102656,10820,1792,401,1.02876181094
2020-03-26,17656,101815,7651,1299,311,1.05578379434
2020-03-25,12873,84394,4971,,232,1.08955935688
2020-03-24,10632,69137,3828,,231,1.13146154218
2020-03-23,11442,58148,2770,,97,1.18271855652
2020-03-22,9259,45473,2155,,143,1.24409092675
2020-03-21,6885,45333,1436,,61,1.3155186197700002
2020-03-20,6255,36662,1042,,68,1.39586799847
2020-03-19,4671,28081,617,,46,1.4828922679899998
2020-03-18,3171,25064,416,,31,1.57344098664
2020-03-17,3613,17320,325,,22,1.6638771967500001
2020-03-16,1569,17924,,,21,1.7506129828900001
2020-03-15,1251,7604,,,15,1.8306402243000002
2020-03-14,915,4610,,,9,1.9019177492
2020-03-13,1025,9171,,,4,1.9635130529400002
2020-03-12,682,5310,,,8,2.01548737696
2020-03-11,527,3818,,,6,2.0586067824
2020-03-10,441,2490,,,2,2.0940066283200003
2020-03-09,367,1773,,,4,2.12291532369
2020-03-08,267,874,,,4,2.14648226177
2020-03-07,220,798,,,1,2.16570057724
2020-03-06,141,786,,,6,2.18139189515
2020-03-05,153,617,,,4,2.1942217619
2020-03-04,187,1098,,,2,2.20472522675
2020-03-03,100,243,,,3,2.21333231646
2020-03-02,82,194,,,3,2.22038979609
2020-03-01,89,86,,,3,2.2261785660499998
