Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-06-25,39061,637587,31532,5305,2500,1.04480746644
2020-06-24,38706,512428,30826,5279,722,1.04436351866
2020-06-23,33018,501414,29920,5416,703,1.04370072746
2020-06-22,27050,464772,28490,5311,282,1.04280195673
2020-06-21,27287,512208,27718,5155,297,1.0416548488200001
2020-06-20,31958,566476,27757,5220,621,1.04025377435
2020-06-19,31055,571246,28392,5332,647,1.03860159096
2020-06-18,27512,517739,28185,5458,693,1.03671075361
2020-06-17,23871,488751,28311,5605,778,1.0346034070399999
2020-06-16,23638,467026,28028,5564,713,1.03231018613
2020-06-15,18655,447739,27115,5695,379,1.02986746008
2020-06-14,21240,478569,27247,5743,356,1.02656445366
2020-06-13,25134,499828,27902,5878,693,1.02318491136
2020-06-12,23481,594316,28524,6012,771,1.0197593992
2020-06-11,22051,459079,29064,6067,903,1.0163091130600002
2020-06-10,20764,429546,30203,6242,874,1.01284417283
2020-06-09,17156,420463,30547,6450,893,1.0093636935899999
2020-06-08,17168,403692,29969,6394,657,1.00585759111
2020-06-07,18774,446343,30299,6493,449,1.00230980573
2020-06-06,23038,482914,30909,6754,721,0.998702442032
2020-06-05,23363,509466,31335,6912,844,0.99502021744
2020-06-04,20828,462250,31659,7054,878,0.991254570359
2020-06-03,20314,467965,32081,7224,965,0.987406793072
2020-06-02,19996,419864,32728,7403,971,0.983489643715
2020-06-01,20379,413248,33160,7588,665,0.979527083931
2020-05-31,21672,399421,33840,7623,657,0.9755520920180001
2020-05-30,23842,427784,34650,7956,932,0.9716028741580001
2020-05-29,23485,491504,35871,8175,1177,0.967718145134
2020-05-28,22610,415315,36967,8389,1242,0.9639323620029999
2020-05-27,19395,310216,37241,8547,1309,0.9602717922799998
2020-05-26,16620,306714,36609,8585,640,0.956752082975
2020-05-25,18728,421768,36668,8472,561,0.953377647292
2020-05-24,20134,383233,36706,8487,682,0.9501428169889999
2020-05-23,21698,391568,37873,8812,1048,0.9470344161650001
2020-05-22,24519,411208,38802,9048,1285,0.9440352402050001
2020-05-21,26559,422062,39915,9090,1398,0.941127861313
2020-05-20,21537,408729,40884,9829,1382,0.9382981980740001
2020-05-19,20794,401108,41091,9829,1292,0.935538351625
2020-05-18,20976,356121,40869,9987,866,0.932848317697
2020-05-17,20286,373562,41108,10164,889,0.930236343996
2020-05-16,24664,363606,42896,10509,1256,0.927717912567
2020-05-15,24681,359768,42854,10704,1500,0.925313565035
2020-05-14,26658,365598,44075,10888,1869,0.9230460093359999
2020-05-13,21218,319604,44514,10978,1694,0.92093705066
2020-05-12,22608,308692,45199,11241,1473,0.9190049060250001
2020-05-11,18237,382808,44191,11147,888,0.9172623109450001
2020-05-10,21603,268040,44943,11393,1024,0.915715590963
2020-05-09,24734,291606,46637,11496,1434,0.914364663242
2020-05-08,27623,298876,47718,11780,1780,0.913203762904
2020-05-07,27544,302389,49130,12137,2739,0.912222614867
2020-05-06,24986,245492,50227,9380,1933,0.911407777715
2020-05-05,22427,271488,50906,9348,2443,0.910743944248
2020-05-04,22407,231805,50062,9366,1013,0.910215062125
2020-05-03,25774,236722,50312,9292,1215,0.909805211702
2020-05-02,29323,248880,51734,9403,1541,0.909499824458
2020-05-01,33080,295619,52370,9205,1753,0.9092883847859999
2020-04-30,29645,233887,53793,9486,2117,0.909160537872
2020-04-29,27180,239053,54930,9612,2692,0.909103116795
2020-04-28,25098,206309,54940,9491,2042,0.909095586858
2020-04-27,22045,195884,54971,9655,1237,0.9091376362729999
2020-04-26,27414,206638,55050,14831,1188,0.909222537034
2020-04-25,36026,277690,56344,15020,1714,0.9093447540970001
2020-04-24,34196,235626,56075,15078,1865,0.909516849349
2020-04-23,31786,193199,57889,15163,1764,0.909744160264
2020-04-22,28908,323601,58130,15341,2065,0.9100266861499999
2020-04-21,26315,152936,58579,15228,2429,0.9103330511550001
2020-04-20,25837,146056,55677,14691,1765,0.910647154404
2020-04-19,27405,153763,55570,14548,1733,0.910995450397
2020-04-18,27982,146234,56591,14788,1837,0.9113811099600001
2020-04-17,32013,159591,57808,14910,2077,0.911852166162
2020-04-16,30840,163483,58625,15150,2141,0.912485160168
2020-04-15,30269,138095,59260,14667,2486,0.9132476210889999
2020-04-14,25639,152185,58719,14039,2287,0.914134301355
2020-04-13,25257,133454,55295,13632,1572,0.915000721959
2020-04-12,27871,139323,54749,13623,1630,0.9160006103030001
2020-04-11,30615,138891,54757,13280,1982,0.917164144245
2020-04-10,34235,157502,51745,12698,2055,0.9185288533470001
2020-04-09,34417,169694,49826,12254,1972,0.920141509283
2020-04-08,30481,147468,44063,9932,1944,0.9220605330030001
2020-04-07,30624,154321,42294,9875,1956,0.9243590679029999
2020-04-06,28891,151525,34663,6943,1254,0.927128911708
2020-04-05,25484,119194,30905,5677,1285,0.930485553819
2020-04-04,33212,229260,29095,5383,1440,0.934574629067
2020-04-03,31896,132569,24564,4811,1259,0.939580168326
2020-04-02,28021,119025,21833,4410,1149,0.945735085503
2020-04-01,25750,108208,19982,3937,988,0.953334351713
2020-03-31,24708,112335,17856,3487,861,0.962751191243
2020-03-30,21927,118648,15574,3087,577,0.974456236382
2020-03-29,19605,87547,13833,2456,516,0.989038628473
2020-03-28,19696,106837,12179,2174,519,1.00722613605
2020-03-27,19051,103505,10789,1792,401,1.02989798631
2020-03-26,17648,101631,7617,1299,311,1.0580790389499999
2020-03-25,12853,84263,4971,,232,1.0928980194
2020-03-24,10631,68955,3828,,231,1.13548899282
2020-03-23,11449,58200,2770,,97,1.1868204145
2020-03-22,9251,45272,2155,,143,1.2474569309399999
2020-03-21,6883,45270,1436,,61,1.31729577203
2020-03-20,6252,36612,1042,,68,1.3953571533200002
2020-03-19,4665,27940,617,,46,1.4797199444
2020-03-18,3170,25089,416,,31,1.5676615069100002
2020-03-17,3604,17253,325,,22,1.65599294614
2020-03-16,1568,17869,,,21,1.74151042004
2020-03-15,1250,7622,,,15,1.8214426770099998
2020-03-14,921,4586,,,9,1.8937798190700001
2020-03-13,1028,9174,,,4,1.9574132366499999
2020-03-12,674,5265,,,8,2.0120825500999997
2020-03-11,529,3822,,,6,2.05818514887
2020-03-10,440,2494,,,2,2.0965323961099998
2020-03-09,366,1757,,,4,2.1281261210099998
2020-03-08,267,856,,,4,2.1539951065
2020-03-07,220,792,,,1,2.17509758057
2020-03-06,142,776,,,6,2.19227613232
2020-03-05,152,618,,,4,2.2062463573900004
2020-03-04,187,1093,,,2,2.21760345015
2020-03-03,101,248,,,3,2.2268363711099997
2020-03-02,82,193,,,3,2.2343440110599997
2020-03-01,88,83,,,3,2.2404506039300003
