Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-08-03,49561,731690,53289,10216,519,0.9631841150700001
2020-08-02,48694,725902,53908,10405,515,0.9638343060690001
2020-08-01,60264,713277,54448,10433,1172,0.9645168867560001
2020-07-31,67503,718956,55536,10473,1308,0.965239627268
2020-07-30,69718,812880,56462,10517,1262,0.966011867133
2020-07-29,66969,855570,57332,10539,1447,0.9668446161669999
2020-07-28,56229,733243,57091,10463,1121,0.967750611761
2020-07-27,55134,760840,59023,10328,1059,0.968744368681
2020-07-26,61713,855811,58614,10353,558,0.969842295259
2020-07-25,65413,797589,59227,10380,1037,0.9710629624580001
2020-07-24,75193,929838,59670,10405,1178,0.9724275628110001
2020-07-23,71027,824399,59885,10418,1039,0.973960471345
2020-07-22,69150,795502,59675,10457,1117,0.975689664507
2020-07-21,63642,750248,59362,6711,1038,0.977646658407
2020-07-20,56971,711015,58371,6558,362,0.979865674543
2020-07-19,64884,798508,57885,6384,526,0.982381941231
2020-07-18,65180,761632,57645,6396,872,0.9852293368430001
2020-07-17,77233,837392,57761,6453,951,0.98843786939
2020-07-16,70953,827564,57442,6359,974,0.992031589632
2020-07-15,65382,761997,56144,6317,858,0.9960272984980001
2020-07-14,62879,769982,55565,6235,736,1.00043401538
2020-07-13,58465,693576,53988,6074,327,1.00525318136
2020-07-12,60978,758324,52727,5930,476,1.0104800724
2020-07-11,63007,698444,51859,5939,757,1.01610673724
2020-07-10,66645,810806,51595,5896,854,1.02212494604
2020-07-09,58836,703050,43934,5845,867,1.0285258379200002
2020-07-08,62147,629102,43078,5874,897,1.03529451877
2020-07-07,51766,634791,41760,5832,922,1.0424026903599999
2020-07-06,41600,501201,39768,5684,242,1.04980535337
2020-07-05,45789,681450,38764,5653,209,1.05744446717
2020-07-04,54734,642171,38146,5633,306,1.06525618841
2020-07-03,54223,710949,37798,5597,597,1.07317652547
2020-07-02,53826,662316,37500,5626,697,1.0811426006799998
2020-07-01,50674,633286,36405,5512,701,1.08910341898
2020-06-30,47462,624063,35248,5424,596,1.09702499044
2020-06-29,39175,646824,33586,5380,330,1.1048919929
2020-06-28,41857,583898,32476,5248,271,1.1126989707700001
2020-06-27,43783,599386,32483,5315,509,1.1204393322200001
2020-06-26,44421,606747,31738,5283,636,1.12810678563
2020-06-25,39072,637148,31844,5319,2501,1.1356707166600002
2020-06-24,38684,519202,31102,5293,724,1.1430898697
2020-06-23,33021,491719,30235,5402,708,1.15028884178
2020-06-22,27017,466605,28799,5323,283,1.1571530756200001
2020-06-21,27284,511098,28219,5195,292,1.1635905686499999
2020-06-20,31994,559215,27967,5229,628,1.1695010606899998
2020-06-19,31046,573992,28615,5341,655,1.17481849256
2020-06-18,27527,516193,28414,5465,704,1.17948245684
2020-06-17,23873,485290,28573,5613,767,1.1834611968100002
2020-06-16,23435,464529,28270,5570,729,1.18675543418
2020-06-15,18510,432811,27867,5703,380,1.18935897738
2020-06-14,21373,485220,27893,5749,355,1.19126160058
2020-06-13,25341,496428,28450,5883,691,1.1924205323700001
2020-06-12,23477,623125,29154,6017,772,1.1927777629
2020-06-11,22032,459455,29698,6074,898,1.19232131464
2020-06-10,20803,428999,30864,6249,885,1.1910335683600002
2020-06-09,17175,419724,31183,6457,898,1.1889106586700002
2020-06-08,17012,395146,31202,6402,660,1.18591972097
2020-06-07,18823,445939,31408,6501,446,1.18204892017
2020-06-06,23106,520251,31938,6762,727,1.1773114171899999
2020-06-05,23352,506275,32451,6920,823,1.17170964052
2020-06-04,20839,460984,32835,7057,888,1.16526877406
2020-06-03,20312,466714,33269,7227,991,1.15798882612
2020-06-02,19982,418646,33933,7407,959,1.1499000750700001
2020-06-01,20415,412327,34285,7591,665,1.14107334909
2020-05-31,21639,396171,34859,7626,649,1.13161804922
2020-05-30,23762,425754,35732,7956,929,1.1216592673399999
2020-05-29,23522,487229,36999,8175,1179,1.11128727956
2020-05-28,22601,434470,38069,8389,1226,1.10057815676
2020-05-27,19385,308433,38373,8547,1318,1.0895234633600002
2020-05-26,16629,305932,37779,8585,640,1.0780958105399998
2020-05-25,18798,422588,37650,8472,555,1.06624422802
2020-05-24,20105,381505,37695,8487,678,1.05393042196
2020-05-23,21590,390000,38614,8733,1060,1.04116719494
2020-05-22,24555,409088,39989,9048,1335,1.02805061839
2020-05-21,26513,461819,41191,9090,1388,1.0147720335700001
2020-05-20,21319,407159,41762,9522,1392,1.00159207994
2020-05-19,20853,401339,41872,9597,1325,0.988782089261
2020-05-18,20992,354713,41748,9755,844,0.976564424315
