Date,7d Positive Rate,7d Wander Rate,7d Density,7d Tests,7d Positive Tests,Daily Positive Rate,Hospital Cases,ICU Cases,Annotations,(Blank),New Tests,Positive Tests,New Deaths
2020-05-28,0.06596729987713827,60.130509564432124,11.362902958912557,3023.1428571428573,199.42857142857142,0.06890913338005139,290.2857142857143,121.14285714285714,,-,4281,295,6
2020-05-27,0.06493827160493827,59.49126408381096,11.040085182823665,2892.8571428571427,187.85714285714286,0.05890736342042755,286.14285714285717,121.14285714285714,,-,4210,248,5
2020-05-26,0.06627026477613457,58.4653545335285,10.73271949064825,2811.0,186.28571428571428,0.07235084594835263,281.57142857142856,120.42857142857143,OC enters Phase 3,-,4492,325,0
2020-05-25,0.06405343260702945,57.388948502350665,10.552635631289585,2609.4285714285716,167.14285714285714,0.07320644216691069,277.0,120.0,,-,1366,100,0
2020-05-24,0.06607775615112042,55.497307610651255,9.924923819285334,2862.4285714285716,189.14285714285714,0.0630391506303915,271.7142857142857,118.85714285714286,,-,1507,95,1
2020-05-23,0.06652283351312477,54.29921272439072,9.406265375179904,2781.0,185.0,0.07976190476190476,269.0,118.85714285714286,,-,1680,134,11
2020-05-22,0.06794744281002983,53.547948331694315,9.287046051225163,2729.0,185.42857142857142,0.05488141202426917,265.14285714285717,116.14285714285714,,-,3626,199,7
2020-05-21,0.07222907094026673,52.87520188459923,9.17706581222882,2549.4285714285716,184.14285714285714,0.06352033244286139,262.42857142857144,113.71428571428571,,-,3369,214,14
2020-05-20,0.07487848397218975,52.217816850046965,9.068896992546357,2321.8571428571427,173.85714285714286,0.06516359637063514,262.0,111.28571428571429,,-,3637,237,10
2020-05-19,0.07580174927113703,51.15138925059065,8.78750908483025,2156.0,163.42857142857142,0.06199285946121389,259.42857142857144,109.14285714285714,,-,3081,191,0
2020-05-18,0.07728545094558613,50.06271838688734,8.475420159116778,2092.4285714285716,161.71428571428572,0.08096907873764743,258.57142857142856,105.14285714285714,CA eases reopening rules,-,3137,254,0
2020-05-17,0.07407144378950359,50.48844731841944,8.612702888752905,2011.5714285714287,149.0,0.07043756670224119,254.14285714285714,101.42857142857143,,-,937,66,2
2020-05-16,0.07282516293567583,50.74958168967947,8.754569186419237,2016.5714285714287,146.85714285714286,0.10410334346504559,248.85714285714286,96.28571428571429,,-,1316,137,2
2020-05-15,0.071961543980485,51.11471134545436,9.071173963553054,1991.142857142857,143.28571428571428,0.08020261713803292,245.57142857142858,93.71428571428571,,-,2369,190,4
2020-05-14,0.07257720222000853,51.174688689615195,9.020052155393397,2007.7142857142858,145.71428571428572,0.07995495495495496,241.57142857142858,89.0,,-,1776,142,0
2020-05-13,0.07324686134424638,50.82260633035465,9.104367799251056,2059.5714285714284,150.85714285714286,0.06623586429725363,236.28571428571428,85.57142857142857,,-,2476,164,3
2020-05-12,0.07735902521960895,51.24401784041803,9.377007567430281,2016.5714285714287,156.0,0.06790591805766312,230.42857142857142,80.71428571428571,,-,2636,179,1
2020-05-11,0.07749649420621448,52.03233153150547,9.576272156533097,1935.5714285714287,150.0,0.06417736289381563,222.85714285714286,78.14285714285714,,-,2571,165,0
2020-05-10,0.08129832350914798,51.322236758551306,9.362825169951764,1866.142857142857,151.71428571428572,0.05246913580246913,220.28571428571428,76.14285714285714,,-,972,51,2
2020-05-09,0.0839258114374034,49.42105227361911,8.706790885871648,1848.5714285714287,155.14285714285714,0.0984182776801406,218.57142857142858,74.0,,-,1138,112,3
2020-05-08,0.08004926108374384,47.48406446644662,7.165412715269297,1856.0,148.57142857142858,0.08329979879275654,216.71428571428572,71.0,,-,2485,207,5
2020-05-07,0.07438393672041375,46.229114173023504,6.162936022833776,1878.2857142857142,139.71428571428572,0.08321645628798503,216.14285714285714,68.85714285714286,,-,2139,178,1
2020-05-06,0.0744798234552333,46.247595592251564,5.4109811608804534,1812.5714285714287,135.0,0.09195402298850575,215.0,68.28571428571429,,-,2175,200,4
2020-05-05,0.07162556781310837,45.636244962665195,5.084367022351025,1761.142857142857,126.14285714285714,0.06621556307394877,214.28571428571428,69.0,,-,2069,137,4
2020-05-04,0.07617397045473302,44.86234322077288,4.885974284600218,1731.0,131.85714285714286,0.08489208633093526,213.28571428571428,69.71428571428571,,-,2085,177,5
2020-05-03,0.07836909871244635,44.667747235327575,4.865087942745106,1664.2857142857142,130.42857142857142,0.08833922261484099,209.71428571428572,70.42857142857143,,-,849,75,0
2020-05-02,0.07904202122993245,44.20704639860742,5.034023955204814,1628.4285714285713,128.71428571428572,0.05546218487394958,204.28571428571428,71.42857142857143,,-,1190,66,2
2020-05-01,0.08202914193200216,43.9434846355241,5.799924206502127,1588.2857142857142,130.28571428571428,0.05490344566452102,198.85714285714286,72.85714285714286,,-,2641,145,5
2020-04-30,0.08919485184076624,43.277571217046365,6.458519024892749,1431.857142857143,127.71428571428571,0.08636092912447886,192.71428571428572,73.71428571428571,,-,1679,145,1
2020-04-29,0.08639574163169209,41.97082094716453,6.898444213166234,1395.5714285714287,120.57142857142857,0.07603305785123966,186.42857142857142,73.85714285714286,,-,1815,138,2
2020-04-28,0.09211240099815558,40.62392525481024,6.934469449614199,1316.7142857142858,121.28571428571429,0.09526372443487621,180.85714285714286,73.42857142857143,,-,1858,177,3
2020-04-27,0.0887844979448033,39.471141938163264,6.807873247472331,1216.4285714285713,108.0,0.10321384425216316,177.42857142857142,73.71428571428571,,-,1618,167,0
2020-04-26,0.0812538414259373,38.40944398710443,6.32930399975114,1162.142857142857,94.42857142857143,0.10535117056856187,175.0,73.28571428571429,,-,598,63,1
