Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-07-19,415,,,,0,1.0635388347299999
2020-07-18,702,6386,665,214,25,1.06931635317
2020-07-17,405,4974,692,232,3,1.0752482561
2020-07-16,873,7086,682,235,11,1.08144809777
2020-07-15,911,5010,711,245,22,1.08781599384
2020-07-14,865,4522,722,238,9,1.09427948154
2020-07-13,540,10288,712,237,1,1.10080541529
2020-07-12,814,6791,674,235,2,1.10742216949
2020-07-11,1251,4199,675,233,9,1.11414713526
2020-07-10,1133,6890,671,231,10,1.12097455605
2020-07-09,1292,7315,672,227,26,1.12787987049
2020-07-08,1333,3514,691,236,7,1.13484620845
2020-07-07,1010,6786,679,234,3,1.14187656302
2020-07-06,1028,8037,659,224,0,1.14895803655
2020-07-05,663,4157,634,203,3,1.1560958069
2020-07-04,413,5649,624,197,3,1.1632896323200002
2020-07-03,713,6862,594,193,6,1.1705698581100001
2020-07-02,652,5963,584,187,9,1.17789758631
2020-07-01,570,7001,556,193,5,1.18524970253
2020-06-30,779,7746,542,192,10,1.19261204033
2020-06-29,456,9918,510,176,4,1.19879418034
2020-06-28,146,6108,485,175,3,1.2049689420999998
2020-06-27,539,7952,492,170,0,1.2111299189799998
2020-06-26,477,1583,467,179,17,1.2172692034200001
2020-06-25,501,1261,451,166,7,1.2233770980299998
2020-06-24,350,3055,437,161,26,1.2294418229700002
2020-06-23,140,4297,406,154,4,1.2354490191399998
2020-06-22,171,3999,376,152,0,1.24138121932
2020-06-21,420,4081,361,142,2,1.24721713131
2020-06-20,396,5229,363,142,10,1.2529309123999999
2020-06-19,280,4893,344,138,7,1.25849175384
2020-06-18,127,5037,335,141,7,1.2638630343700001
2020-06-17,196,5177,351,149,10,1.26900135422
2020-06-16,241,4030,364,151,12,1.27385569754
2020-06-15,196,3871,346,138,0,1.2783651193799999
2020-06-14,290,4188,321,143,4,1.2761128318500001
2020-06-13,127,3815,336,150,7,1.27335588708
2020-06-12,160,4712,311,150,8,1.27001710537
2020-06-11,246,3606,325,156,4,1.26601428223
2020-06-10,143,4233,312,143,13,1.26126319725
2020-06-09,83,3658,315,146,8,1.25568214255
2020-06-08,108,3108,327,149,0,1.2491981549299997
2020-06-07,109,3332,322,148,1,1.24175490627
2020-06-06,258,3634,309,137,2,1.23332186531
2020-06-05,274,4712,315,131,9,1.22390386464
