Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-08-06,,,,580,,,32,0.977986843312,,,,,39
2020-08-05,23,1,3330,65,517,171,12,0.9785281300700002,,,,,21
2020-08-04,354,24,5075,253,536,172,2,0.979074960536,,,,,32
2020-08-03,1127,59,3755,422,539,167,0,0.979628741406,,,,,0
2020-08-02,2019,155,17133,558,555,175,2,0.980191278393,,,,,0
2020-08-01,2251,218,3173,637,554,171,31,0.9807648825859999,-0.39083156355527526,-0.4896786198373746,,F,1
2020-07-31,4238,403,6357,418,546,169,14,0.981352502514,-0.2761635987667848,-0.49065444663837277,,F,21
2020-07-30,4461,382,5811,506,593,191,17,0.981957886379,-0.3567731772592861,-0.5033805488856287,,F,89
2020-07-29,7127,400,-1337,439,592,189,6,0.982585778539,-0.33373422880627035,-0.4269760319525199,,F,8
2020-07-28,5311,359,5366,187,626,204,15,0.9832421529209999,-0.41247121685271687,-0.43552500003628347,,D,40
2020-07-27,4891,328,6100,273,640,203,2,0.983934482952,-0.2752871276735104,-0.5064332550201325,8.223039148535284,F,0
2020-07-26,1954,184,2117,420,661,204,2,0.9846720419249999,-0.2704384235221491,-0.483311629457542,10.184980525212946,F,0
2020-07-25,2370,241,1826,595,687,201,6,0.985466218298,-0.24597776537521945,-0.4889692272828998,12.377838986553735,F,1
2020-07-24,4159,406,4689,710,685,203,13,0.98633081614,-0.24475914127743725,-0.5101853154080194,9.91713257640821,F,14
2020-07-23,4924,327,4035,905,652,215,22,0.9872822912260001,-0.30916184244840134,-0.5129502404124507,8.919430015945435,F,10
2020-07-22,6574,379,6543,767,690,233,8,0.988339849365,-0.255025178429778,-0.4417613875352498,8.34975289350692,F,28
2020-07-21,4593,418,7530,990,699,233,20,0.989525310001,-0.24049492762030433,-0.44360508684569416,8.514708453425758,F,17
2020-07-20,4968,413,6684,560,700,234,1,0.9908626254289999,-0.2895924838241815,-0.5112889210890902,8.199355787271186,F,0
2020-07-19,2977,338,7443,415,666,213,-2,0.992376961374,-0.2376011131308449,-0.4981033243392472,9.237163092773311,F,0
2020-07-18,3506,428,6386,702,665,214,25,0.994093309737,-0.20900033445156796,-0.500648165220904,11.870794263787426,F,14
2020-07-17,6623,691,4974,405,692,232,3,0.9960347337469999,-0.3113614118760436,-0.5222692797379853,10.019714476945417,F,19
2020-07-16,6538,740,7086,873,682,235,11,0.9982205279690001,-0.35358117724955407,-0.5515228699631877,7.929368918731017,D-,52
2020-07-15,7578,816,5010,911,711,245,22,1.00066475155,-0.2849784417975202,-0.45381770921597575,8.349252662278474,F,6
2020-07-14,6815,813,4522,865,722,238,9,1.00337565879,-0.2769833698437302,-0.4397377527566971,9.089422386854158,F,40
