Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-06-17,205,,,,,1.10283007283
2020-06-16,246,1134,,,12,1.10288689567
2020-06-15,198,2765,328,131,0,1.10293082568
2020-06-14,299,3469,300,137,4,1.10295811346
2020-06-13,130,3264,315,144,7,1.1029637119700002
2020-06-12,165,4344,290,144,8,1.10294084882
2020-06-11,257,3366,306,151,4,1.10288046949
2020-06-10,147,3803,291,139,13,1.10277052236
2020-06-09,86,3135,294,142,8,1.10259505702
2020-06-08,111,2847,306,146,0,1.1023331229
2020-06-07,116,3121,304,146,1,1.10195748041
2020-06-06,269,3262,291,135,2,1.1014332018000002
2020-06-05,286,4394,297,129,9,1.10071634468
2020-06-04,102,4568,282,122,7,1.09975305655
2020-06-03,130,3512,283,123,8,1.0984797398700001
2020-06-02,93,3422,293,129,3,1.09682523141
2020-06-01,206,3127,279,120,0,1.09471619785
2020-05-31,150,3146,269,118,1,1.09208696116
2020-05-30,175,3757,277,120,1,1.0888940446200002
2020-05-29,164,4400,272,89,3,1.08513408487
2020-05-28,87,4054,277,117,6,1.08086064565
2020-05-27,112,3579,293,123,5,1.0761929614299999
2020-05-26,106,2513,285,117,0,1.07130955486
2020-05-25,124,2827,284,117,0,1.06481614984
2020-05-24,170,2979,270,115,1,1.05881227096
2020-05-23,204,3797,262,120,12,1.05365211564
2020-05-22,106,4218,253,125,6,1.0494898402200001
2020-05-21,96,3817,247,117,14,1.04630296808
2020-05-20,242,4297,260,118,10,1.04396118699
2020-05-19,59,3193,252,114,0,1.0422943058399998
2020-05-18,46,2195,247,110,0,1.04113707669
2020-05-17,148,1627,252,116,2,1.04035018339
2020-05-16,88,2732,236,102,2,1.03982537894
2020-05-15,148,3583,236,109,4,1.03948272498
2020-05-14,218,3001,244,102,0,1.03926508995
2020-05-13,153,3107,242,105,2,1.03913250855
2020-05-12,54,2838,248,88,2,1.03905741734
2020-05-11,53,2270,230,85,0,1.03902098434
2020-05-10,118,1719,228,81,2,1.03901042354
2020-05-09,142,2622,226,85,3,1.03901709003
2020-05-08,139,3094,220,77,5,1.03903515494
2020-05-07,85,2814,220,78,1,1.03906069534
2020-05-06,124,3604,214,71,4,1.03909107403
2020-05-05,66,2905,209,70,4,1.0391245195
2020-05-04,84,2278,210,69,5,1.03915984218
2020-05-03,102,1848,213,64,0,1.03919624347
2020-05-02,90,2508,210,62,2,1.03923318724
2020-05-01,151,2876,213,60,5,1.03927031324
2020-04-30,123,2620,211,72,1,1.03930737915
2020-04-29,101,2493,208,74,2,1.0393442218100002
2020-04-28,32,2197,201,75,2,1.0393807309899998
2020-04-27,48,1314,190,76,1,1.03941683361
2020-04-26,98,1475,180,73,1,1.0394970766399998
2020-04-25,118,2072,177,74,2,1.0395876792799998
2020-04-24,31,2144,175,68,0,1.03967378037
2020-04-23,67,1677,173,75,2,1.03978342102
2020-04-22,66,1702,172,73,1,1.0398998613500001
2020-04-21,24,1289,179,77,0,1.04002287847
2020-04-20,36,788,,,1,1.04014391027
2020-04-19,68,792,,,0,1.04028398245
2020-04-18,57,933,,,4,1.04044743801
2020-04-17,72,1060,,,3,1.04063958551
2020-04-16,50,1088,,,3,1.04086691626
2020-04-15,83,1018,,,3,1.04113737233
2020-04-14,21,779,,,0,1.04146067884
2020-04-13,7,505,,,0,1.04184875876
2020-04-12,49,615,,,1,1.04231625448
2020-04-11,81,904,,,1,1.04288118947
2020-04-10,57,969,,,0,1.04356581434
2020-04-09,63,791,,,0,1.04439769606
2020-04-08,89,982,,,2,1.04541112254
2020-04-07,40,760,,,1,1.04664889619
2020-04-06,49,516,,,0,1.0481645527299999
2020-04-05,47,641,,,0,1.0500249133700001
2020-04-04,70,741,,,1,1.0523125768700001
2020-04-03,55,896,,,0,1.05512739032
2020-04-02,54,1190,,,3,1.05858512764
2020-04-01,104,1095,,,3,1.0628109428599999
2020-03-31,38,655,,,3,1.06792566597
2020-03-30,33,732,,,0,1.07402580914
2020-03-29,24,760,,,1,1.08116253868
2020-03-28,79,962,,,0,1.08932693048
2020-03-27,67,829,,,2,1.09844511362
2020-03-26,64,982,,,0,1.10838087026
2020-03-25,36,585,,,1,1.1189421544700002
2020-03-24,25,514,,,0,1.12989145127
2020-03-23,28,337,,,0,1.14096122165
2020-03-22,17,886,,,0,1.1518729401899999
2020-03-21,13,446,,,0,1.16235612355
2020-03-20,12,457,,,0,1.17216599381
2020-03-19,10,228,,,0,1.18110130668
2020-03-18,12,243,,,0,1.1890225391
2020-03-17,7,148,,,0,1.1958667517200001
2020-03-16,5,139,,,0,1.20164970043
2020-03-15,3,93,,,0,1.20645169391
2020-03-14,8,117,,,0,1.2103930162899998
2020-03-13,0,83,,,0,1.2136068985200001
2020-03-12,,74,,,0,1.2162205096799998
2020-03-11,1,49,,,0,1.21834552833
2020-03-10,,56,,,0,1.22007104542
2020-03-09,1,40,,,0,1.2215000978
2020-03-08,0,0,,,0,1.22264379621
2020-03-07,,0,,,0,1.22357759849
2020-03-06,0,45,,,0,1.22434075805
2020-03-05,0,25,,,0,1.2249649009
2020-03-04,,0,,,0,1.22547560455
2020-03-03,0,14,,,0,1.22589362614
2020-03-02,0,15,,,0,1.22623585816
2020-03-01,0,0,,,0,1.22778273696
