Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-08-11,,,,1051,,,10,0.9768250384270001,,,,,29
2020-08-10,303,2,13839,886,441,141,0,0.9773966139920001,,,,,0
2020-08-09,900,17,10659,565,468,152,6,0.977971371511,,,,,0
2020-08-08,1826,66,14665,322,487,163,16,0.978550022111,,,,,29
2020-08-07,4437,228,6871,43,491,167,7,0.9791334891689999,-0.40121215521358783,-0.5146167950182777,13.493354625992318,D-,2
2020-08-06,4658,299,4521,580,511,177,32,0.979722967526,-0.4472047715778295,-0.5058144871014503,11.765573212286338,D-,39
2020-08-05,7980,419,3330,65,517,171,12,0.980319998809,-0.3830100500135368,-0.40398406763088307,12.902236558141372,F,21
2020-08-04,8196,569,5075,253,536,172,2,0.980926567007,-0.30125617955520123,-0.42878014491134014,12.177711996469206,F,32
2020-08-03,7508,431,3755,422,539,167,0,0.9815452192440001,-0.36363213845926934,-0.5189543363322199,10.190310575198822,F,0
2020-08-02,3098,235,17133,558,555,175,2,0.982179217683,-0.42214173066002975,-0.5153853045661482,12.60615141895839,D-,0
2020-08-01,3403,291,3173,637,554,171,31,0.982832729341,-0.39094646594942545,-0.4896786198373746,16.05031242423228,F,1
2020-07-31,6370,547,6357,418,546,169,14,0.983511061258,-0.27616754892049644,-0.49065444663837277,10.293806691429399,F,21
2020-07-30,6010,495,5811,506,593,191,17,0.984220948613,-0.3567992652456626,-0.5033805488856287,11.974255881312594,F,89
2020-07-29,8161,521,-1337,439,592,189,6,0.98497090234,-0.33384251725808956,-0.4269760319525199,11.533897156104189,F,8
2020-07-28,5751,410,5366,187,626,204,15,0.9857716199150001,-0.4124510264707429,-0.43552500003628347,11.283522801589713,D-,40
2020-07-27,5679,433,6100,273,640,203,2,0.9866364568200001,-0.2752871276735104,-0.5064332550201325,8.223039148535284,F,0
2020-07-26,2143,206,2117,420,661,204,2,0.9875819450480001,-0.2704384235221491,-0.483311629457542,10.184980525212946,F,0
2020-07-25,2675,266,1826,595,687,201,6,0.988628326779,-0.24597776537521945,-0.4889692272828998,12.377838986553735,F,1
2020-07-24,4841,473,4689,710,685,203,13,0.989800043797,-0.24475914127743725,-0.5101853154080194,9.91713257640821,F,14
2020-07-23,5544,438,4035,905,652,215,22,0.9911260853030001,-0.30916184244840134,-0.5129502404124507,8.919430015945435,F,10
2020-07-22,7185,469,6543,767,690,233,8,0.9926400506049999,-0.255025178429778,-0.4417613875352498,8.34975289350692,F,28
2020-07-21,5260,523,7530,990,699,233,20,0.994379737362,-0.24049492762030433,-0.44360508684569416,8.514708453425758,F,17
2020-07-20,5739,540,6684,560,700,234,1,0.9963860399510001,-0.2895924838241815,-0.5112889210890902,8.199355787271186,F,0
2020-07-19,3036,353,7443,415,666,213,-2,0.998700968434,-0.2376011131308449,-0.4981033243392472,9.237163092773311,F,0
2020-07-18,3685,477,6386,702,665,214,25,1.0013647165700001,-0.20900033445156796,-0.500648165220904,11.870794263787426,F,14
2020-07-17,7515,820,4974,405,692,232,3,1.0044119458399998,-0.3113614118760436,-0.5222692797379853,10.019714476945417,F,19
2020-07-16,7535,894,7086,873,682,235,11,1.0078677908,-0.35358117724955407,-0.5515228699631877,7.929368918731017,D-,52
2020-07-15,8209,931,5010,911,711,245,22,1.01174442138,-0.2849784417975202,-0.45381770921597575,8.349252662278474,F,6
2020-07-14,7205,888,4522,865,722,238,9,1.01603912935,-0.2769833698437302,-0.4397377527566971,9.089422386854158,F,40
2020-07-13,8327,948,10288,540,712,237,1,1.02073465749,-0.29717629022655584,-0.48223183227326843,8.683320876118074,F,0
2020-07-12,2940,439,6791,814,674,235,2,1.02580185418,-0.2513647790635244,-0.49206179874777317,9.117021351182315,F,0
2020-07-11,4149,661,4199,1251,675,233,9,1.03120398579,-0.24372272862023342,-0.5098484517929756,10.672015998841342,F,24
2020-07-10,8127,1135,6890,1133,671,231,10,1.03690159903,-0.24096047264813772,-0.49341679249490966,10.113654451777371,F,7
2020-07-09,7549,1033,7315,1292,672,227,26,1.04285694491,-0.29431867823056823,-0.506658632228476,8.406520513259395,F,17
2020-07-08,9429,1138,3514,1333,691,236,7,1.04903748937,-0.22716903324514245,-0.4069705943671004,8.984339330174711,F,31
2020-07-07,8656,1203,6786,1010,679,234,3,1.05541849144,-0.227230538952315,-0.40285923416722424,9.32915389074959,F,16
2020-07-06,8582,1197,8037,1028,659,224,0,1.06198469349,-0.22454795473923547,-0.49936299971094106,7.954414978858818,F,2
2020-07-05,2942,492,4157,663,634,203,3,1.0687308483700002,-0.27919390525509213,-0.5514227671920741,6.751065635445883,D-,0
2020-07-04,2146,454,5649,413,624,197,3,1.07566035201,-0.4161655677204242,-0.6819042967512917,6.280606789767084,C-,10
2020-07-03,5810,865,6862,713,594,193,6,1.0827809720700001,-0.2987748706980692,-0.44420888886085147,12.056190306661803,F,11
2020-07-02,8688,1066,5963,652,584,187,9,1.09009706665,-0.2597710545703058,-0.48850096472275184,9.674623926727259,F,8
2020-07-01,8015,1114,7001,570,556,193,5,1.09759946374,-0.23042596499044915,-0.3823410146339322,9.278923775672348,F,46
2020-06-30,7999,1203,7746,779,542,192,10,1.10525724302,-0.20650157337690192,-0.40227289329708854,8.698655550672907,F,12
2020-06-29,8219,1214,9918,456,510,176,4,1.11301762014,-0.2604710964957585,-0.49464279588832755,7.798135843350643,F,0
