Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2022-01-06,,,,6266,,,2,,-,-,-,-,37
2022-01-05,2543,864,162643,4646,724,109,4,1.71,-,-,-,-,0
2022-01-04,13424,4160,119892,5930,673,116,2,1.71,-,-,-,-,9
2022-01-03,27089,6946,119892,15427,614,110,5,1.71,-,-,-,-,4
2022-01-02,11194,3360,119892,0,545,104,0,1.72,-,-,-,-,0
2022-01-01,6116,1876,119892,0,522,97,0,1.72,-,-,-,-,0
2021-12-31,16616,4903,119892,0,481,89,0,1.72,-,-,-,-,0
2021-12-30,30321,7591,119892,3402,453,82,2,1.72,-,-,-,-,13
2021-12-29,31015,7803,119892,2749,420,86,5,1.71,-,-,-,-,3
2021-12-28,29383,7498,96337,987,376,72,6,1.7,-,-,-,-,7
2021-12-27,26901,6297,96337,6475,322,66,13,1.69,-,-,-,-,2
2021-12-26,10726,2569,96337,0,282,66,0,1.67,-,-,-,-,0
2021-12-25,3224,753,96337,0,256,60,0,1.65,-,-,-,-,0
2021-12-24,10217,1822,96337,0,229,54,0,1.63,-,-,-,-,0
2021-12-23,21205,2870,96337,655,229,54,5,1.6,-,-,-,-,2
2021-12-22,21819,2677,96337,1057,217,58,2,1.56,-,-,-,-,1
2021-12-21,19962,1999,90861,652,215,57,4,1.52,-,-,-,-,0
2021-12-20,19007,1542,90861,1355,188,56,2,1.48,-,-,-,-,1
2021-12-19,7317,624,90861,0,195,56,0,1.44,-,-,-,-,0
2021-12-18,8002,550,90861,0,196,53,0,1.39,-,-,-,-,0
2021-12-17,15221,749,90861,449,193,49,5,1.35,-,-,-,-,0
2021-12-16,16731,731,90861,316,198,56,7,1.31,-,-,-,-,0
2021-12-15,17248,659,90861,314,201,58,10,1.27,-,-,-,-,6
2021-12-14,14870,505,97989,199,206,64,6,1.23,-,-,-,-,0
2021-12-13,15923,560,97989,1169,194,63,9,1.2,-,-,-,-,0
2021-12-12,5641,229,97989,0,196,66,0,1.17,-,-,-,-,0
2021-12-11,7077,315,97989,0,199,65,0,1.16,-,-,-,-,0
2021-12-10,13941,436,97989,314,200,59,8,1.14,-,-,-,-,-1
2021-12-09,16305,481,97989,295,194,60,10,1.13,-,-,-,-,1
2021-12-08,16664,442,97989,283,196,59,13,1.13,-,-,-,-,3
2021-12-07,16415,481,0,306,183,57,12,1.12,-,-,-,-,12
2021-12-06,16369,490,0,1443,163,53,15,1.12,-,-,-,-,8
2021-12-05,5574,238,0,0,169,57,0,1.13,-,-,-,-,0
2021-12-04,6903,281,0,0,164,56,0,1.13,-,-,-,-,0
2021-12-03,13150,422,0,356,177,53,7,1.13,-,-,-,-,4
2021-12-02,15082,481,0,314,176,56,13,1.13,-,-,-,-,11
2021-12-01,16181,486,15409,228,169,55,11,1.13,-,-,-,-,16
2021-11-30,17416,485,13101,222,189,54,15,1.12,-,-,-,-,24
2021-11-29,18280,515,8990,1226,196,52,35,1.11,-,-,-,-,1
2021-11-28,5420,239,40763,0,181,48,0,1.1,-,-,-,-,0
2021-11-27,5467,291,0,0,181,43,0,1.08,-,-,-,-,0
2021-11-26,7682,310,0,0,184,46,0,1.07,-,-,-,-,0
2021-11-25,2193,108,0,0,186,45,0,1.05,-,-,-,-,0
2021-11-24,10253,300,0,180,188,49,9,1.04,-,-,-,-,1
2021-11-23,12758,346,10400,151,179,45,2,1.02,-,-,-,-,2
2021-11-22,14275,337,7182,769,187,49,3,1.0,-,-,-,-,0
2021-11-21,4859,212,32220,0,186,49,0,0.99,-,-,-,-,0
2021-11-20,5798,210,0,0,188,49,0,0.98,-,-,-,-,0
2021-11-19,12134,347,0,328,194,48,2,0.97,-,-,-,-,5
2021-11-18,14195,338,17030,200,194,47,6,0.96,-,-,-,-,3
2021-11-17,16374,352,15155,341,208,49,1,0.95,-,-,-,-,3
2021-11-16,16351,332,12145,183,216,52,4,0.95,-,-,-,-,0
2021-11-15,17008,394,9703,705,210,55,5,0.95,-,-,-,-,0
2021-11-14,4860,179,30734,0,204,56,0,0.95,-,-,-,-,0
2021-11-13,5895,282,0,0,195,58,0,0.95,-,-,-,-,0
2021-11-12,12697,369,0,552,207,61,9,0.96,-,-,-,-,0
2021-11-11,12757,381,29829,0,219,57,0,0.96,-,-,-,-,0
2021-11-10,16248,401,0,218,219,55,11,0.97,-,-,-,-,2
2021-11-09,15221,380,12103,239,218,50,5,0.97,-,-,-,-,0
2021-11-08,15905,384,7912,874,225,53,3,0.98,-,-,-,-,0
2021-11-07,5037,228,33982,0,227,56,0,0.99,-,-,-,-,0
2021-11-06,6128,292,0,0,219,52,0,1.0,-,-,-,-,0
2021-11-05,13699,411,0,383,219,49,3,1.0,-,-,-,-,5
2021-11-04,14839,451,15557,292,212,54,3,1.01,-,-,-,-,3
2021-11-03,15940,404,15889,214,215,51,7,1.02,-,-,-,-,0
2021-11-02,15765,437,11930,169,198,46,2,1.02,-,-,-,-,0
2021-11-01,15115,399,7449,906,197,47,5,1.03,-,-,-,-,8
2021-10-31,4511,179,32415,0,199,53,0,1.03,-,-,-,-,0
2021-10-30,6256,260,0,0,203,53,0,1.04,-,-,-,-,0
2021-10-29,12118,392,0,325,198,51,3,1.04,-,-,-,-,1
2021-10-28,14501,425,19007,314,193,49,4,1.05,-,-,-,-,-2
2021-10-27,15476,385,12920,355,195,53,4,1.05,-,-,-,-,0
2021-10-26,15149,407,11934,129,200,49,6,1.05,-,-,-,-,21
2021-10-25,14386,452,8699,835,213,52,16,1.04,-,-,-,-,11
2021-10-24,4279,246,32909,0,207,44,0,1.04,-,-,-,-,0
2021-10-23,5948,228,0,0,209,44,0,1.04,-,-,-,-,0
2021-10-22,12792,333,0,104,205,43,12,1.03,-,-,-,-,2
2021-10-21,14898,400,16402,396,190,43,12,1.02,-,-,-,-,26
2021-10-20,14963,334,14047,219,200,42,7,1.01,-,-,-,-,6
2021-10-19,15838,376,13073,162,190,41,3,1.0,-,-,-,-,8
