Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2021-06-11,,,,18,,,3,0.766668171471,-,-,-,-,0
2021-06-10,668,8,8118,40,56,14,2,0.779726544669,-,-,-,-,0
2021-06-09,3783,21,6824,26,53,14,2,0.793754422116,-,-,-,-,0
2021-06-08,6623,37,8711,31,50,7,5,0.808096256973,-,-,-,-,-1
2021-06-07,9004,49,5569,19,54,7,0,0.8228340841130001,-,-,-,-,0
2021-06-06,3605,36,5116,41,64,8,5,0.837616395166,-,-,-,-,0
2021-06-05,3782,48,5822,42,61,10,5,0.852199081432,-,-,-,-,-1
2021-06-04,6576,42,8644,24,61,13,3,0.866480406339,-,-,-,-,-1
2021-06-03,7241,50,11537,25,59,13,2,0.879996294417,-,-,-,-,2
2021-06-02,8231,39,9020,31,60,16,3,0.892786703152,-,-,-,-,2
2021-06-01,12856,59,4510,29,58,14,0,0.904646828958,-,-,-,-,0
2021-05-31,2974,18,4344,21,63,15,0,0.9172052106899999,-,-,-,-,0
2021-05-30,3388,19,3412,21,65,15,2,0.9273588992820001,-,-,-,-,0
2021-05-29,3272,32,5538,56,63,15,4,0.934903714972,-,-,-,-,1
2021-05-28,5764,45,8559,55,63,14,3,0.940560147904,-,-,-,-,0
2021-05-27,6988,57,9702,28,62,14,1,0.9448088057899999,-,-,-,-,4
2021-05-26,7908,53,8664,11,61,18,1,0.947745454612,-,-,-,-,1
2021-05-25,10437,52,8830,22,66,8,2,0.9492248271520001,-,-,-,-,1
2021-05-24,11318,54,8272,26,72,9,3,0.949503452235,-,-,-,-,0
2021-05-23,3169,34,3790,47,76,11,2,0.949005131917,-,-,-,-,0
2021-05-22,3332,25,6420,29,69,10,5,0.9478723465469999,-,-,-,-,3
2021-05-21,6757,58,9656,27,68,9,4,0.9460599914229999,-,-,-,-,2
2021-05-20,7133,44,11387,37,68,10,4,0.943818678668,-,-,-,-,10
2021-05-19,8839,48,12193,51,75,22,3,0.941348095518,-,-,-,-,10
2021-05-18,11407,65,12838,48,70,15,0,0.938812284816,-,-,-,-,10
2021-05-17,13502,61,6145,39,78,14,0,0.936172490011,-,-,-,-,0
