Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-07-09,1292,,,,26,1.07728280545
2020-07-08,1333,3514,691,236,7,1.0813182566700001
2020-07-07,1010,6786,679,234,3,1.08541394026
2020-07-06,1028,8037,659,224,0,1.08959479269
2020-07-05,663,4157,634,203,3,1.09388175617
2020-07-04,413,5649,624,197,3,1.09824189826
2020-07-03,713,6862,594,193,6,1.10269646847
2020-07-02,652,5963,584,187,9,1.10720128717
2020-07-01,570,7001,556,193,5,1.11177938642
2020-06-30,779,7746,542,192,10,1.1164065305600002
2020-06-29,456,9918,510,176,4,1.12092721558
2020-06-28,146,6108,485,175,3,1.12544515748
2020-06-27,539,7952,492,170,0,1.1299566223100002
2020-06-26,477,1583,467,179,17,1.13445704131
2020-06-25,501,1261,451,166,7,1.1389408469700002
2020-06-24,350,3055,437,161,26,1.1434012985600002
2020-06-23,140,4297,406,154,4,1.14783021384
2020-06-22,171,3999,376,152,0,1.15221767862
2020-06-21,420,4081,361,142,2,1.1565516676899998
2020-06-20,396,5229,363,142,10,1.16081765187
2020-06-19,280,4893,344,138,7,1.1649983241500002
2020-06-18,127,5037,335,141,7,1.16907314085
2020-06-17,196,5177,351,149,10,1.17301781134
2020-06-16,241,4030,364,151,12,1.17680384669
2020-06-15,196,3871,346,138,0,1.18039747687
2020-06-14,290,4188,321,143,4,1.1791365522200001
2020-06-13,127,3815,336,150,7,1.17759395584
2020-06-12,160,4712,311,150,8,1.17572613065
2020-06-11,246,3606,325,156,4,1.17348670953
2020-06-10,143,4233,312,143,13,1.1708282061700002
2020-06-09,83,3658,315,146,8,1.16770455979
2020-06-08,108,3108,327,149,0,1.16407463794
2020-06-07,109,3332,322,148,1,1.15990667086
2020-06-06,258,3634,309,137,2,1.15518340065
2020-06-05,274,4712,315,131,9,1.1499074573799999
2020-06-04,102,4822,300,123,6,1.1441061859700001
2020-06-03,128,3343,296,124,9,1.1378349537
2020-06-02,89,2919,306,130,3,1.13117790922
2020-06-01,200,3182,292,121,0,1.12424540902
2020-05-31,150,3280,283,120,1,1.1171679273000001
2020-05-30,170,3328,291,122,1,1.11008683388
2020-05-29,163,3925,262,100,3,1.10314352905
2020-05-28,87,3477,291,119,6,1.09646854778
2020-05-27,112,2718,307,125,5,1.0901723949200002
2020-05-26,105,2311,301,119,0,1.08433939563
2020-05-25,120,2535,300,119,0,1.07902509925
2020-05-24,170,2907,286,117,1,1.0742570148700001
2020-05-23,202,2794,278,122,11,1.07003790224
2020-05-22,104,3126,269,127,7,1.06635059502
2020-05-21,95,2660,262,119,14,1.06316336908
2020-05-20,240,3168,275,120,10,1.0604350867799999
2020-05-19,58,2371,269,116,0,1.05811963238
2020-05-18,46,1526,263,111,0,1.05616941713
2020-05-17,147,1029,267,117,2,1.05453793087
2020-05-16,87,1581,251,103,2,1.0531814385200002
2020-05-15,145,2580,250,110,4,1.05205997797
2020-05-14,216,2128,259,102,0,1.0511378281100001
2020-05-13,152,2107,257,105,3,1.05038360136
2020-05-12,54,2134,263,88,1,1.0497700892100001
2020-05-11,53,1657,232,85,0,1.04927395923
2020-05-10,115,1580,230,81,2,1.04887537574
2020-05-09,141,1696,228,85,3,1.04855759331
2020-05-08,139,2054,222,77,5,1.0483065552200002
2020-05-07,84,1784,222,78,1,1.04811051568
2020-05-06,123,2195,216,71,4,1.04795969655
2020-05-05,66,2183,210,70,4,1.04784598228
2020-05-04,84,1807,214,71,5,1.04776265387
2020-05-03,102,1459,218,66,0,1.0477041601000001
2020-05-02,90,1648,215,64,2,1.04766592201
2020-05-01,149,2069,218,62,5,1.04764416768
2020-04-30,122,1541,214,74,1,1.04763579335
2020-04-29,100,1610,211,76,2,1.04763824591
2020-04-28,32,1342,203,75,3,1.04762003221
2020-04-27,48,1051,189,76,0,1.04762253282
2020-04-26,98,1160,180,73,1,1.04763953618
2020-04-25,118,1200,177,74,2,1.04766669471
2020-04-24,30,1380,175,68,0,1.04770335583
2020-04-23,67,1248,170,75,2,1.04774759271
2020-04-22,66,1342,172,73,1,1.04780910991
2020-04-21,24,1143,179,77,0,1.04787401021
2020-04-20,36,744,172,73,1,1.04794378005
2020-04-19,68,790,162,73,0,1.04802043587
2020-04-18,56,889,157,64,4,1.0481067154700001
2020-04-17,72,1038,160,58,3,1.04820633982
2020-04-16,50,1079,152,55,3,1.04832437155
2020-04-15,83,1010,156,73,3,1.0484677067100001
2020-04-14,21,753,147,57,0,1.0486457502600002
2020-04-13,7,494,149,54,0,1.04887134581
2020-04-12,49,605,138,63,1,1.04916205668
2020-04-11,80,899,144,44,1,1.04954193124
2020-04-10,57,951,139,69,0,1.0500439338
2020-04-09,63,765,146,45,0,1.05071328511
2020-04-08,89,969,153,49,2,1.05161203481
2020-04-07,40,753,143,71,1,1.05282526925
2020-04-06,49,510,145,73,0,1.05446940134
2020-04-05,47,629,144,70,0,1.05670287184
2020-04-04,70,730,143,70,1,1.05973899825
2020-04-03,55,894,131,66,0,1.0638589188
2020-04-02,54,1176,129,67,3,1.0694184163200002
2020-04-01,104,1078,117,50,3,1.07683526782
2020-03-31,38,640,,,3,1.0865378918000002
2020-03-30,33,729,,,0,1.09886633158
2020-03-29,24,748,,,0,1.11395751563
2020-03-28,79,917,,,1,1.13168838146
2020-03-27,66,782,,,2,1.15172041708
2020-03-26,64,926,,,0,1.1736017753299999
2020-03-25,36,575,,,0,1.1968506488400001
2020-03-24,25,498,,,1,1.2209836968899999
2020-03-23,28,333,,,0,1.2454996119700001
2020-03-22,17,846,,,0,1.2698475005399998
2020-03-21,13,437,,,0,1.2934064215
2020-03-20,12,430,,,0,1.3154948895899998
2020-03-19,10,229,,,0,1.3354308596200002
2020-03-18,12,245,,,,1.3526539607899999
2020-03-17,7,145,,,,1.3668729203
2020-03-16,5,136,,,,1.3781383123299997
2020-03-15,3,92,,,,1.38678038861
2020-03-14,8,118,,,,1.3932668654299998
2020-03-13,0,83,,,,1.3980722254700002
2020-03-12,0,73,,,,1.4016074484099998
2020-03-11,1,45,,,,1.4042002767500001
2020-03-10,0,56,,,,1.4060937173899999
2020-03-09,1,41,,,,1.4075118268
2020-03-08,0,0,,,,1.4085229839700002
2020-03-07,0,0,,,,1.40926357451
2020-03-06,1,47,,,,1.4098065342500001
2020-03-05,0,26,,,,1.41020502264
2020-03-04,0,0,,,,1.41049778989
2020-03-03,2,14,,,,1.4107131028600002
2020-03-02,0,15,,,,1.41087160306
2020-03-01,0,0,,,,1.4113180052399998
2020-02-29,0,0,,,,
2020-02-28,0,7,,,,
2020-02-27,0,4,,,,
2020-02-26,0,0,,,,
2020-02-25,0,0,,,,
2020-02-24,0,0,,,,
2020-02-23,0,0,,,,
2020-02-22,0,0,,,,
2020-02-21,0,0,,,,
2020-02-20,0,5,,,,
2020-02-19,0,26,,,,
2020-02-18,0,8,,,,
2020-02-17,0,0,,,,
2020-02-16,0,0,,,,
2020-02-15,0,0,,,,
2020-02-14,0,7,,,,
2020-02-13,0,3,,,,
2020-02-12,0,0,,,,
2020-02-11,0,0,,,,
2020-02-10,0,15,,,,
2020-02-09,0,0,,,,
2020-02-08,0,0,,,,
2020-02-07,0,2,,,,
2020-02-06,0,0,,,,
2020-02-05,0,3,,,,
2020-02-04,0,1,,,,
2020-02-03,0,0,,,,
2020-02-02,0,0,,,,
2020-02-01,1,0,,,,
2020-01-31,,,,,,
2020-01-30,,,,,,
2020-01-29,,,,,,
2020-01-28,,,,,,
2020-01-27,,,,,,
2020-01-26,,,,,,
2020-01-25,,,,,,
2020-01-24,,,,,,
2020-01-23,,,,,,
2020-01-22,0,,,,,
