Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-07-18,702,,,,25,1.0593163598
2020-07-17,405,4974,692,232,3,1.06476899535
2020-07-16,873,7086,682,235,11,1.07052352542
2020-07-15,911,5010,711,245,22,1.0764518809999999
2020-07-14,865,4522,722,238,9,1.08247088214
2020-07-13,540,10288,712,237,1,1.08856390708
2020-07-12,814,6791,674,235,2,1.0947718648
2020-07-11,1251,4199,675,233,9,1.10110938202
2020-07-10,1133,6890,671,231,10,1.10758068718
2020-07-09,1292,7315,672,227,26,1.11414229912
2020-07-08,1333,3514,691,236,7,1.12080375777
2020-07-07,1010,6786,679,234,3,1.12756310874
2020-07-06,1028,8037,659,224,0,1.13437994416
2020-07-05,663,4157,634,203,3,1.1412643464299999
2020-07-04,413,5649,624,197,3,1.1482219464399999
2020-07-03,713,6862,594,193,6,1.1553170426600001
2020-07-02,652,5963,584,187,9,1.16248819613
2020-07-01,570,7001,556,193,5,1.16970666964
2020-06-30,779,7746,542,192,10,1.17693825391
2020-06-29,456,9918,510,176,4,1.1832634134
2020-06-28,146,6108,485,175,3,1.18958652308
2020-06-27,539,7952,492,170,0,1.19590150009
2020-06-26,477,1583,467,179,17,1.20220084936
2020-06-25,501,1261,451,166,7,1.2084753916
2020-06-24,350,3055,437,161,26,1.2147139883
2020-06-23,140,4297,406,154,4,1.22090307187
2020-06-22,171,3999,376,152,0,1.22702614639
2020-06-21,420,4081,361,142,2,1.2330631084600001
2020-06-20,396,5229,363,142,10,1.2389895608700001
2020-06-19,280,4893,344,138,7,1.24477642596
2020-06-18,127,5037,335,141,7,1.25038914512
2020-06-17,196,5177,351,149,10,1.25578676289
2020-06-16,241,4030,364,151,12,1.26092113285
2020-06-15,196,3871,346,138,0,1.26573468464
2020-06-14,290,4188,321,143,4,1.26361726677
2020-06-13,127,3815,336,150,7,1.2610256422700001
2020-06-12,160,4712,311,150,8,1.25788718903
2020-06-11,246,3606,325,156,4,1.2541245625
2020-06-10,143,4233,312,143,13,1.2496585253399999
2020-06-09,83,3658,315,146,8,1.24441220597
2020-06-08,108,3108,327,149,0,1.23831695956
2020-06-07,109,3332,322,148,1,1.23131978839
2020-06-06,258,3634,309,137,2,1.22339195795
2020-06-05,274,4712,315,131,9,1.21453799401
2020-06-04,102,4822,300,123,6,1.20480376439
2020-06-03,128,3343,296,124,9,1.19428201706
2020-06-02,89,2919,306,130,3,1.18311365347
2020-06-01,200,3182,292,121,0,1.17148342653
2020-05-31,150,3280,283,120,1,1.15960973779
2020-05-30,170,3328,291,122,1,1.147729238
2020-05-29,163,3925,262,100,3,1.13607863612
2020-05-28,87,3477,291,119,6,1.1248764656799999
2020-05-27,112,2718,307,125,5,1.11430774756
2020-05-26,105,2311,301,119,0,1.10451369698
2020-05-25,120,2535,300,119,0,1.0955873760700001
2020-05-24,170,2907,286,117,1,1.0875749214200001
2020-05-23,202,2794,278,122,11,1.08048104811
2020-05-22,104,3126,269,127,7,1.07427711855
2020-05-21,95,2660,262,119,14,1.06891012446
