Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-09-19,,,,227,,,4,1.00144077717,,,,,5
2020-09-18,439,4,8844,247,202,65,8,0.999652451014,,,,,5
2020-09-17,2514,33,12072,140,201,64,4,0.997866995342,,,,,14
2020-09-16,5814,88,9601,135,198,64,6,0.996084577063,,,,,1
2020-09-15,8883,171,6054,150,202,67,12,0.9943053569920001,-0.3430956387077495,-0.4501883595856331,4.733288104061822,F,8
2020-09-14,7719,165,8480,44,201,67,0,0.992529490255,-0.3900801319028811,-0.5211365894233263,4.62906751501763,F,0
2020-09-13,2135,81,3689,170,193,56,0,0.990757126669,-0.3869158799520305,-0.41988936232276614,6.684017401481173,F,0
2020-09-12,3144,119,5136,147,196,58,12,0.988988411132,-0.3499583472514042,-0.4138369551295134,9.409346131475582,F,37
2020-09-11,8433,223,8558,142,215,65,12,0.9872234839899999,-0.35575051267233265,-0.488855433646367,6.7323155890554425,F,4
2020-09-10,8000,238,7252,281,223,65,4,0.9854624813680001,-0.3788528859147805,-0.5356420336245715,5.119535609834341,F,1
2020-09-09,9844,227,5904,194,239,64,9,0.983705535455,-0.3421241471432114,-0.4464908676606313,5.337170692914542,F,19
2020-09-08,9008,271,6853,151,234,62,3,0.981952774798,-0.3208792602224179,-0.47166817364010766,5.277729423492779,F,0
2020-09-07,2177,62,3363,113,242,70,0,0.9802043246369999,-0.2847450220862174,-0.45505111405680804,5.9748620130692505,F,0
2020-09-06,2404,79,4444,223,238,75,2,0.978460307287,-0.3667417967723981,-0.4549375449270229,7.39287955089711,F,0
2020-09-05,2840,132,5305,251,253,77,9,0.976720842469,-0.31948543010633473,-0.45197947265671734,9.142791884123726,F,-1
2020-09-04,6738,237,7379,313,274,83,24,0.9749860475130001,-0.27996990459612214,-0.49491522782117187,7.947463489718663,F,0
