Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-09-28,,,,133,,,0,0.975118117292,,,,,0
2020-09-27,169,0,3089,246,161,46,2,0.974669114262,,,,,0
2020-09-26,729,5,8851,165,161,46,10,0.974221736426,,,,,12
2020-09-25,4055,95,9986,282,156,47,22,0.973778711871,,,,,18
2020-09-24,6073,208,8748,84,157,50,6,0.973349480971,-0.33913631609056005,-0.5142079108283184,5.245990614515403,F,50
2020-09-23,9427,231,8403,156,168,42,26,0.9729306334540001,-0.29420200529184615,-0.42063819696494953,5.152447374795664,F,15
2020-09-22,10464,248,5716,181,175,51,22,0.972525195421,-0.34669608585591666,-0.44550924333484754,5.038981132701541,F,5
2020-09-21,8645,229,7004,138,170,55,0,0.972130857246,-0.3719484289322004,-0.5182630419008761,3.1931623984345867,F,0
2020-09-20,2849,106,4485,190,178,64,1,0.971741451089,-0.318671795948699,-0.4660763212451427,5.693559569154539,F,0
2020-09-19,3585,145,7405,227,170,55,4,0.971359972571,-0.31124497321651734,-0.43675779452106855,8.500305243917003,F,5
2020-09-18,6198,209,8844,247,202,65,8,0.970988062436,-0.3151003376383087,-0.48815631226085987,6.302892953462068,F,5
2020-09-17,7526,225,12072,140,201,64,4,0.97061898244,-0.36524921807278016,-0.5234324552636661,5.034168563296819,F,14
2020-09-16,9810,236,9601,135,198,64,6,0.970253024684,-0.3190144039103096,-0.43122076231046175,5.065044904638941,F,1
2020-09-15,9764,224,6054,150,202,67,12,0.969890398448,-0.3430956387077495,-0.4501883595856331,4.733288104061822,F,8
2020-09-14,8049,209,8480,44,201,67,0,0.969531020072,-0.3900801319028811,-0.5211365894233263,4.62906751501763,F,0
2020-09-13,2293,91,3689,170,193,56,0,0.9691749289309999,-0.3869158799520305,-0.41988936232276614,6.684017401481173,F,0
2020-09-12,3184,139,5136,147,196,58,12,0.968831031576,-0.3499583472514042,-0.4138369551295134,9.409346131475582,F,37
2020-09-11,8470,228,8558,142,215,65,12,0.968498722591,-0.35575051267233265,-0.488855433646367,6.7323155890554425,F,4
2020-09-10,8055,235,7252,281,223,65,4,0.968170775321,-0.3788528859147805,-0.5356420336245715,5.119535609834341,F,1
2020-09-09,9861,201,5904,194,239,64,9,0.96785547347,-0.3421241471432114,-0.4464908676606313,5.337170692914542,F,19
2020-09-08,9124,282,6853,151,234,62,3,0.9675562621189999,-0.3208792602224179,-0.47166817364010766,5.277729423492779,F,0
2020-09-07,2198,77,3363,113,242,70,0,0.967268459553,-0.2847450220862174,-0.45505111405680804,5.9748620130692505,F,0
2020-09-06,2408,79,4444,223,238,75,2,0.967030175442,-0.3667417967723981,-0.4549375449270229,7.39287955089711,F,0
2020-09-05,2851,137,5305,251,253,77,9,0.9668204479160001,-0.31948543010633473,-0.45197947265671734,9.142791884123726,F,-1
2020-09-04,6772,248,7379,313,274,83,24,0.966632404559,-0.27996990459612214,-0.49491522782117187,7.947463489718663,F,0
2020-09-03,6377,255,7555,299,264,77,11,0.96647386715,-0.3256105437346968,-0.5158937590038924,5.9727403426865235,F,5
2020-09-02,9336,225,11064,317,272,79,19,0.9663238168430001,-0.3159263599495117,-0.4379497133075759,5.683710188759929,F,-1
2020-09-01,8425,260,7605,287,295,89,8,0.9662091618269999,-0.35284925754121294,-0.4585354927319372,5.498365893943667,F,12
2020-08-31,7200,271,6339,94,307,93,1,0.9661187228899999,-0.4026122037552174,-0.5398426147184975,4.962738993745014,D-,0
2020-08-30,2537,78,12916,254,317,98,4,0.966034237649,-0.31596915868416625,-0.442036066632635,7.875119704473489,F,0
2020-08-29,2856,132,13069,408,329,99,19,0.965954317819,-0.19632645727538067,-0.43412853798980106,10.600914166990934,F,3
2020-08-28,5946,210,812,323,341,99,9,0.965879030105,-0.2833331548186131,-0.5650084551384124,5.364321174072363,D-,11
2020-08-27,5558,269,7093,369,351,98,29,0.965811488653,-0.2733068627094058,-0.5358569365305839,5.710636428332584,F,18
2020-08-26,8467,258,5767,448,372,112,7,0.9657486983050001,-0.24702374339757724,-0.46085096992625124,5.469145490461234,F,23
2020-08-25,8372,296,5649,335,399,113,15,0.965690720352,-0.20286200647382685,-0.4506353719321722,5.702891468967996,F,10
2020-08-24,7495,247,8108,353,385,113,0,0.965637615671,-0.2030242321200274,-0.5089904326511207,5.98372818035967,F,0
2020-08-23,2697,133,3305,153,388,116,1,0.9655894445469999,-0.1577086039803301,-0.4332617279063226,8.60644051111146,F,0
2020-08-22,3093,175,5163,493,380,111,14,0.965546267099,-0.22542821179595476,-0.48220818137928995,9.456143625364508,F,14
2020-08-21,5968,334,7559,372,392,110,26,0.965508145573,-0.20645557966920566,-0.49659772058225976,7.73652115548804,F,30
2020-08-20,5964,317,9429,429,397,117,23,0.965475146718,-0.2781311725074445,-0.5264353977647249,6.143715926699439,F,8
2020-08-19,8562,325,6545,295,400,118,18,0.965447344139,-0.2926244875118615,-0.4502303658665938,6.767055785403507,F,9
2020-08-18,8005,326,5282,287,419,124,5,0.965424818662,-0.33593281947049897,-0.46060800452043654,9.53054008358159,F,21
2020-08-17,8038,288,6282,216,409,124,0,0.965407656597,-0.3939051627359064,-0.5246009271298325,9.11017335815839,F,0
2020-08-16,2821,108,6907,342,414,132,1,0.965395957368,-0.36254048900309066,-0.46584212774380396,11.633960651146454,F,0
2020-08-15,3146,186,7822,513,422,133,20,0.965389838649,-0.3736162902854348,-0.4783065223296789,14.273732591723585,F,10
2020-08-14,5905,371,11515,683,434,138,20,0.965389448759,-0.3198067115911754,-0.5006187817995399,9.802269136744973,F,10
2020-08-13,6949,402,9513,348,436,152,24,0.9653949754960001,-0.38060685349084394,-0.5423569354112979,10.072273254637846,F,23
2020-08-12,9293,308,13506,245,438,143,11,0.9654066358660001,-0.29256862511653714,-0.44576423068529425,7.27127161432618,F,12
2020-08-11,8989,426,5917,1051,440,141,10,0.965424689871,-0.3568764722447994,-0.4631023721164922,10.092248005070347,F,29
2020-08-10,7661,344,13839,886,441,141,0,0.965449462144,-0.4132748258770475,-0.4974551669124287,11.248437618187548,D-,0
2020-08-09,2797,124,10659,565,468,152,6,0.965481362418,-0.33465704246069394,-0.4608890602048151,10.411930258753898,F,0
2020-08-08,3174,216,14665,322,487,163,16,0.9655210114239999,-0.38651605667843975,-0.4767146116568398,13.824714691457219,F,29
2020-08-07,6687,429,6871,43,491,167,7,0.965886190845,-0.40121215521358783,-0.5146167950182777,13.493354625992318,D-,2
2020-08-06,6917,437,4521,580,511,177,32,0.966257181484,-0.4472047715778295,-0.5058144871014503,11.765573212286338,D-,39
2020-08-05,11201,514,3330,65,517,171,12,0.9666350886139999,-0.3830100500135368,-0.40398406763088307,12.902236558141372,F,21
2020-08-04,10345,595,5075,253,536,172,2,0.967021328291,-0.30125617955520123,-0.42878014491134014,12.177711996469206,F,32
2020-08-03,8273,482,3755,422,539,167,0,0.967417713052,-0.36358333864471976,-0.5189543363322199,10.190310575198822,F,0
2020-08-02,3345,248,17133,558,555,175,2,0.967826560191,-0.42214173066002975,-0.5153853045661482,12.60615141895839,D-,0
2020-08-01,4169,334,3173,637,554,171,31,0.968250827826,-0.39094646594942545,-0.4896786198373746,16.05031242423228,F,1
2020-07-31,7312,586,6357,418,546,169,14,0.96869428479,-0.27616754892049644,-0.49065444663837277,10.293806691429399,F,21
2020-07-30,7902,576,5811,506,593,191,17,0.969161720907,-0.3567992652456626,-0.5033805488856287,11.974255881312594,F,89
2020-07-29,10594,673,-1337,439,592,189,6,0.969659204281,-0.33384251725808956,-0.4269760319525199,11.533897156104189,F,8
2020-07-28,8654,578,5366,187,626,204,15,0.9701943913200002,-0.4124510264707429,-0.43552500003628347,11.283522801589713,D-,40
2020-07-27,8165,620,6100,273,640,203,2,0.970776892633,-0.2752871276735104,-0.5064332550201325,8.223039148535284,F,0
2020-07-26,2790,257,2117,420,661,204,2,0.97141869264,-0.2704384235221491,-0.483311629457542,10.184980525212946,F,0
