Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-06-20,413,,,,,1.10205830167
2020-06-19,288,786,,,7,1.10462830729
2020-06-18,131,2306,321,135,7,1.10714321337
2020-06-17,204,4474,336,142,10,1.10959071937
2020-06-16,243,3767,345,144,12,1.1119564347
2020-06-15,198,3619,328,131,0,1.1142234500200001
2020-06-14,297,4140,300,137,4,1.11358370101
2020-06-13,129,3732,315,144,7,1.11280038
2020-06-12,164,4668,290,144,8,1.11185108202
2020-06-11,255,3597,306,151,4,1.11071196622
2020-06-10,146,4137,291,139,13,1.10935862294
2020-06-09,84,3521,294,142,8,1.10776737825
2020-06-08,110,2991,306,146,0,1.10591709052
2020-06-07,114,3210,304,146,1,1.1037914243
2020-06-06,268,3589,291,135,2,1.1013814911700002
2020-06-05,282,4634,297,129,9,1.09868860627
2020-06-04,102,4769,282,122,7,1.0957267605399998
2020-06-03,128,3512,283,123,8,1.09252431534
2020-06-02,92,3422,293,129,3,1.0891243908700001
2020-06-01,203,3127,279,120,0,1.0855835451
2020-05-31,150,3146,269,118,1,1.08196866133
2020-05-30,173,3757,277,120,1,1.07835219731
2020-05-29,164,4400,272,89,3,1.0748066220999999
2020-05-28,87,4054,277,117,6,1.07139883054
2020-05-27,113,3579,293,123,5,1.06818544465
2020-05-26,106,2513,285,117,0,1.06520966148
2020-05-25,122,2827,284,117,0,1.06249992332
2020-05-24,170,2979,270,115,1,1.0600702962000002
2020-05-23,204,3797,262,120,12,1.0579221584799998
2020-05-22,105,4218,253,125,6,1.0560466747600001
2020-05-21,95,3817,247,117,14,1.05442754898
2020-05-20,241,4297,260,118,10,1.0530436623200001
2020-05-19,59,3193,252,114,0,1.05187134731
2020-05-18,46,2195,247,110,0,1.0508861848200002
2020-05-17,148,1627,252,116,2,1.0500643119700002
2020-05-16,88,2732,236,102,2,1.0493832916099999
2020-05-15,147,3583,236,109,4,1.04882262354
2020-05-14,217,3001,244,102,0,1.04836398405
2020-05-13,152,3107,242,105,2,1.04799127307
2020-05-12,54,2838,248,88,2,1.04769053457
2020-05-11,53,2270,230,85,0,1.0474498010200002
2020-05-10,117,1719,228,81,2,1.04725889866
2020-05-09,142,2622,226,85,3,1.04710923887
2020-05-08,139,3094,220,77,5,1.0469936120799999
2020-05-07,85,2814,220,78,1,1.04690599402
2020-05-06,124,3604,214,71,4,1.0468413695999998
2020-05-05,66,2905,209,70,4,1.0467955764599999
2020-05-04,84,2278,210,69,5,1.04676516864
2020-05-03,102,1848,213,64,0,1.04674729885
2020-05-02,90,2508,210,62,2,1.0467396184200002
2020-05-01,150,2876,213,60,5,1.0467401924
2020-04-30,123,2620,211,72,1,1.04674742839
2020-04-29,100,2493,208,74,2,1.04676001767
2020-04-28,32,2197,201,75,2,1.04679165022
2020-04-27,48,1314,190,76,1,1.04683660562
2020-04-26,98,1475,180,73,1,1.0468982222299998
2020-04-25,118,2072,177,74,2,1.04697853842
2020-04-24,31,2144,175,68,0,1.04706221434
2020-04-23,67,1677,173,75,2,1.04715799314
2020-04-22,66,1702,172,73,1,1.04725875838
2020-04-21,24,1289,179,77,0,1.04737337674
2020-04-20,36,788,,,1,1.04750504933
2020-04-19,68,792,,,0,1.04765768499
2020-04-18,56,933,,,4,1.04783605711
2020-04-17,72,1060,,,3,1.04804599552
2020-04-16,50,1088,,,3,1.0482946218200002
2020-04-15,83,1018,,,3,1.0485906387700001
2020-04-14,21,779,,,0,1.04894468725
2020-04-13,7,505,,,0,1.0493697894299998
2020-04-12,49,615,,,1,1.04988190255
2020-04-11,81,904,,,1,1.0505006161900001
2020-04-10,57,969,,,0,1.0512500368000002
2020-04-09,63,791,,,0,1.05215991679
2020-04-08,89,982,,,2,1.05326709763
2020-04-07,40,760,,,1,1.05461733575
2020-04-06,49,516,,,0,1.05626753909
2020-04-05,47,641,,,0,1.05828830737
2020-04-04,70,741,,,1,1.0607663591399998
2020-04-03,55,896,,,0,1.06380585414
2020-04-02,54,1190,,,3,1.0675268208600002
2020-04-01,104,1095,,,3,1.07205830497
2020-03-31,38,655,,,3,1.0775245163
2020-03-30,33,732,,,0,1.0840252554899998
2020-03-29,24,760,,,1,1.0916162149200002
2020-03-28,79,962,,,0,1.10029601759
2020-03-27,66,829,,,2,1.1100019305500002
2020-03-26,64,982,,,0,1.12061019374
2020-03-25,36,585,,,1,1.13193814101
2020-03-24,25,514,,,0,1.1437508312
2020-03-23,28,337,,,0,1.1557746909200002
2020-03-22,17,886,,,0,1.1677149871999999
2020-03-21,13,446,,,0,1.1792727856999998
2020-03-20,12,457,,,0,1.19016307197
2020-03-19,10,228,,,0,1.20013863404
2020-03-18,12,243,,,0,1.20901821815
2020-03-17,7,148,,,0,1.2167101201600001
2020-03-16,5,139,,,0,1.22321777
2020-03-15,3,93,,,0,1.22862358957
2020-03-14,8,117,,,0,1.23305944083
2020-03-13,0,83,,,0,1.23667434215
2020-03-12,,74,,,0,1.23961169029
2020-03-11,1,49,,,0,1.2419978220399999
2020-03-10,,56,,,0,1.24393405322
2020-03-09,1,40,,,0,1.24553364854
2020-03-08,0,0,,,0,1.24681550878
2020-03-07,,0,,,0,1.24786153709
2020-03-06,0,45,,,0,1.24871601427
2020-03-05,0,25,,,0,1.24941456701
2020-03-04,,0,,,0,1.24998597105
2020-03-03,0,14,,,0,1.25045355208
2020-03-02,0,15,,,0,1.250836274
2020-03-01,0,0,,,0,1.25256522028
