Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-08-27,,,,369,,,29,0.963985014119,,,,,18
2020-08-26,349,0,5767,448,372,112,7,0.963578056164,,,,,23
2020-08-25,2167,27,5649,335,399,113,15,0.96317509857,,,,,10
2020-08-24,4738,87,8108,353,385,113,0,0.9627761348280001,,,,,0
2020-08-23,2453,106,3305,153,388,116,1,0.96238159591,,,,,0
2020-08-22,2908,166,5163,493,380,111,14,0.962859151873,,,,,14
2020-08-21,5484,328,7559,372,392,110,26,0.963338765228,,,,,30
2020-08-20,5177,299,9429,429,397,117,23,0.963820458711,,,,,8
2020-08-19,7906,330,6545,295,400,118,18,0.964304266767,,,,,9
2020-08-18,7420,319,5282,287,419,124,5,0.9647902388959999,,,,,21
2020-08-17,7662,288,6282,216,409,124,0,0.9652784439319999,,,,,0
2020-08-16,2753,106,6907,342,414,132,1,0.9657689755509999,,,,,0
2020-08-15,3027,177,7822,513,422,133,20,0.966261959344,,,,,10
2020-08-14,5567,368,11515,683,434,138,20,0.96675756188,,,,,10
2020-08-13,6450,395,9513,348,436,152,24,0.9672560023569999,,,,,23
2020-08-12,8390,295,13506,245,438,143,11,0.967757567537,,,,,12
2020-08-11,8063,411,5917,1051,440,141,10,0.968262630896,,,,,29
2020-08-10,6900,297,13839,886,441,141,0,0.9687716771670001,,,,,0
2020-08-09,2637,115,10659,565,468,152,6,0.969285333766,,,,,0
2020-08-08,2936,193,14665,322,487,163,16,0.9698044109909999,,,,,29
2020-08-07,6063,385,6871,43,491,167,7,0.9703299533700002,,,,,2
2020-08-06,6260,409,4521,580,511,177,32,0.9708633051569999,,,,,39
2020-08-05,10574,485,3330,65,517,171,12,0.971406193668,,,,,21
2020-08-04,9811,585,5075,253,536,172,2,0.971960835045,,,,,32
2020-08-03,7802,449,3755,422,539,167,0,0.972530067957,,,,,0
2020-08-02,3273,244,17133,558,555,175,2,0.973117521849,,,,,0
2020-08-01,4083,326,3173,637,554,171,31,0.973727827317,,,,,1
2020-07-31,7172,589,6357,418,546,169,14,0.97436687701,,,,,21
2020-07-30,7341,561,5811,506,593,191,17,0.9750421456730001,,,,,89
2020-07-29,9998,673,-1337,439,592,189,6,0.975763077005,,,,,8
2020-07-28,7824,543,5366,187,626,204,15,0.976541542028,,,,,40
2020-07-27,6907,531,6100,273,640,203,2,0.977392367191,,,,,0
2020-07-26,2633,234,2117,420,661,204,2,0.9783339187090001,,,,,0
2020-07-25,3333,332,1826,595,687,201,6,0.9793887101200001,,,,,1
2020-07-24,5949,542,4689,710,685,203,13,0.980583970613,,,,,14
2020-07-23,6635,502,4035,905,652,215,22,0.981952070722,,,,,10
2020-07-22,8310,534,6543,767,690,233,8,0.983530651903,,,,,28
2020-07-21,6488,611,7530,990,699,233,20,0.985362255812,,,,,17
2020-07-20,6575,591,6684,560,700,234,1,0.9874932183249999,,,,,0
2020-07-19,3236,363,7443,415,666,213,-2,0.989971616087,,,,,0
2020-07-18,3946,508,6386,702,665,214,25,0.9928441723899999,,,,,14
2020-07-17,8421,862,4974,405,692,232,3,0.996152274605,,,,,19
2020-07-16,8326,927,7086,873,682,235,11,0.999927606966,,,,,52
2020-07-15,9227,991,5010,911,711,245,22,1.0041882488200002,,,,,6
2020-07-14,7685,924,4522,865,722,238,9,1.0089362324200002,,,,,40
2020-07-13,8793,996,10288,540,712,237,1,1.01415731038,,,,,0
2020-07-12,3168,446,6791,814,674,235,2,1.0198230488700002,,,,,0
2020-07-11,4241,664,4199,1251,675,233,9,1.02589462463,,,,,24
2020-07-10,8330,1150,6890,1133,671,231,10,1.0323272938299999,,,,,7
2020-07-09,7945,1059,7315,1292,672,227,26,1.03907465152,,,,,17
2020-07-08,9684,1142,3514,1333,691,236,7,1.0460923015299999,,,,,31
