Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2021-06-25,,,,44,,,2,1.07,-,-,-,-,-1
2021-06-24,651,12,6329,31,49,9,1,1.06,-,-,-,-,1
2021-06-23,3458,39,7866,19,51,10,2,1.05,-,-,-,-,0
2021-06-22,6785,59,6629,36,55,11,2,1.05,-,-,-,-,0
2021-06-21,7314,49,4899,112,51,8,4,1.04,-,-,-,-,0
2021-06-20,3117,28,14626,0,54,14,0,1.03,-,-,-,-,0
2021-06-19,3487,49,0,0,56,13,0,1.02,-,-,-,-,0
2021-06-18,5548,50,0,39,55,16,1,1.01,-,-,-,-,0
2021-06-17,6033,54,6750,43,54,17,1,1.0,-,-,-,-,0
2021-06-16,6472,64,7647,33,50,8,2,0.99,-,-,-,-,-2
2021-06-15,7206,44,7373,32,54,13,2,0.97,-,-,-,-,0
2021-06-14,8234,58,8160,75,54,15,2,0.96,-,-,-,-,0
2021-06-13,3260,26,17491,0,55,11,0,0.95,-,-,-,-,0
2021-06-12,3586,33,0,0,55,17,0,0.94,-,-,-,-,0
2021-06-11,6216,43,0,18,50,15,3,0.94,-,-,-,-,0
2021-06-10,7217,52,8118,40,56,14,2,0.93,-,-,-,-,0
2021-06-09,7045,40,6824,26,53,14,2,0.92,-,-,-,-,0
2021-06-08,8372,48,8711,31,50,7,5,0.92,-,-,-,-,-1
2021-06-07,10007,53,5569,19,54,7,0,0.92,-,-,-,-,0
2021-06-06,3654,36,5116,41,64,8,5,0.92,-,-,-,-,0
2021-06-05,3799,48,5822,42,61,10,5,0.92,-,-,-,-,-1
2021-06-04,6724,43,8644,24,61,13,3,0.92,-,-,-,-,-1
2021-06-03,7575,50,11537,25,59,13,2,0.93,-,-,-,-,2
2021-06-02,8638,40,9020,31,60,16,3,0.93,-,-,-,-,2
2021-06-01,13548,60,4510,29,58,14,0,0.93,-,-,-,-,0
2021-05-31,3047,18,4344,21,63,15,0,0.94,-,-,-,-,0
2021-05-30,3435,19,3412,21,65,15,2,0.94,-,-,-,-,0
2021-05-29,3310,32,5538,56,63,15,4,0.94,-,-,-,-,1
2021-05-28,5771,45,8559,55,63,14,3,0.95,-,-,-,-,0
2021-05-27,7046,57,9702,28,62,14,1,0.95,-,-,-,-,4
2021-05-26,7929,53,8664,11,61,18,1,0.95,-,-,-,-,1
2021-05-25,10556,52,8830,22,66,8,2,0.95,-,-,-,-,1
2021-05-24,11458,54,8272,26,72,9,3,0.95,-,-,-,-,0
2021-05-23,3225,34,3790,47,76,11,2,0.95,-,-,-,-,0
2021-05-22,3373,25,6420,29,69,10,5,0.95,-,-,-,-,3
2021-05-21,6834,58,9656,27,68,9,4,0.95,-,-,-,-,2
2021-05-20,7204,44,11387,37,68,10,4,0.94,-,-,-,-,10
2021-05-19,8915,48,12193,51,75,22,3,0.94,-,-,-,-,10
2021-05-18,11473,65,12838,48,70,15,0,0.94,-,-,-,-,10
2021-05-17,13523,61,6145,39,78,14,0,0.94,-,-,-,-,0
2021-05-16,3476,37,4469,52,79,13,1,0.93,-,-,-,-,0
2021-05-15,3771,52,7227,55,82,23,2,0.93,-,-,-,-,10
2021-05-14,8537,69,11803,145,80,25,2,0.93,-,-,-,-,1
2021-05-13,9033,87,11159,35,75,20,3,0.92,-,-,-,-,0
2021-05-12,10746,83,12144,42,80,15,6,0.92,-,-,-,-,0
2021-05-11,12068,81,9980,58,83,18,9,0.91,-,-,-,-,0
2021-05-10,13698,75,7437,46,84,18,0,0.91,-,-,-,-,0
2021-05-09,3233,34,4087,33,80,20,3,0.91,-,-,-,-,0
2021-05-08,3817,49,6835,47,84,21,5,0.9,-,-,-,-,0
2021-05-07,8984,70,11100,30,90,22,8,0.9,-,-,-,-,2
2021-05-06,8271,94,11186,38,93,20,13,0.9,-,-,-,-,0
2021-05-05,10889,82,12653,47,91,23,1,0.89,-,-,-,-,0
2021-05-04,12861,86,9444,72,89,25,9,0.89,-,-,-,-,-2
2021-05-03,14696,113,6161,55,97,26,0,0.89,-,-,-,-,0
2021-05-02,3701,58,5642,75,95,21,4,0.88,-,-,-,-,0
2021-05-01,3871,71,7769,66,111,24,8,0.88,-,-,-,-,-1
2021-04-30,9423,101,12224,68,106,27,9,0.88,-,-,-,-,-2
2021-04-29,9432,110,10798,43,113,22,4,0.87,-,-,-,-,0
2021-04-28,11683,96,12616,73,116,25,5,0.87,-,-,-,-,-1
2021-04-27,13005,109,9555,90,125,24,6,0.86,-,-,-,-,0
2021-04-26,16257,116,7110,80,128,27,0,0.86,-,-,-,-,0
2021-04-25,3443,62,6324,69,115,23,9,0.85,-,-,-,-,0
2021-04-24,3738,65,10598,85,113,25,6,0.85,-,-,-,-,1
