Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-10-13,,,,178,,,0,0.969051417215,,,,,0
2020-10-12,453,0,9168,117,160,57,0,0.9685507565449999,,,,,0
2020-10-11,1006,13,4504,244,167,56,1,0.968054492541,,,,,0
2020-10-10,2126,73,6449,186,164,57,24,0.9675483788439999,,,,,3
2020-10-09,5488,134,8477,162,169,61,10,0.9670289412559999,,,,,-1
2020-10-08,7156,227,10821,141,176,64,14,0.966507000132,,,,,5
2020-10-07,9536,229,7058,144,172,62,3,0.965982888049,,,,,12
2020-10-06,10854,241,6066,138,183,64,2,0.965465579369,,,,,3
2020-10-05,8598,235,5286,120,176,63,1,0.96495276408,,,,,0
2020-10-04,2427,98,3393,283,168,53,0,0.964446774638,,,,,0
2020-10-03,3410,127,5513,239,155,47,5,0.963941469839,,,,,10
2020-10-02,6822,232,10074,209,160,47,6,0.963435821297,,,,,15
2020-10-01,6384,235,10569,158,175,48,7,0.962933816055,,,,,3
2020-09-30,7813,245,5514,194,173,45,19,0.962432737344,,,,,14
2020-09-29,8659,281,7063,109,172,48,33,0.961931430184,,,,,35
2020-09-28,8218,248,7899,133,162,46,0,0.961439710007,,,,,0
2020-09-27,3608,130,3089,246,161,46,2,0.9609564393469999,,,,,0
2020-09-26,4461,132,8851,165,164,45,10,0.960478381299,,,,,12
2020-09-25,7651,265,9986,282,156,47,22,0.960000998737,,,,,18
2020-09-24,7755,307,8748,84,157,50,6,0.959526115237,,,,,50
2020-09-23,10841,276,8403,156,168,42,26,0.959058158257,,,,,15
2020-09-22,11240,264,5716,181,175,51,22,0.958591700465,,,,,5
2020-09-21,9008,259,7004,138,170,55,0,0.958128047232,,,,,0
2020-09-20,2887,111,4485,190,178,64,1,0.9576698017599999,,,,,0
2020-09-19,3651,161,7405,227,170,55,4,0.9572160913269999,,,,,5
2020-09-18,6294,213,8844,247,202,65,8,0.956771170067,,,,,5
2020-09-17,7820,245,12072,140,201,64,4,0.9563298688869999,,,,,14
2020-09-16,9987,216,9601,135,198,64,6,0.95589808213,,,,,1
2020-09-15,10068,228,6054,150,202,67,12,0.955470501477,,,,,8
2020-09-14,8158,210,8480,44,201,67,0,0.955049090056,,,,,0
2020-09-13,2313,91,3689,170,193,56,0,0.954630605406,,,,,0
2020-09-12,3243,142,5136,147,196,58,12,0.954222137491,,,,,37
2020-09-11,8526,228,8558,142,215,65,12,0.9538176691310001,,,,,4
2020-09-10,8112,236,7252,281,223,65,4,0.953417176394,,,,,1
2020-09-09,9903,200,5904,194,239,64,9,0.953024689972,,,,,19
2020-09-08,9154,282,6853,151,234,62,3,0.952642869598,,,,,0
2020-09-07,2213,77,3363,113,242,70,0,0.95227671843,,,,,0
2020-09-06,2412,79,4444,223,238,75,2,0.951918094922,,,,,0
2020-09-05,2861,137,5305,251,253,77,9,0.951566505872,,,,,-1
2020-09-04,6809,249,7379,313,274,83,24,0.9512178455429999,,,,,0
2020-09-03,6450,254,7555,299,264,77,11,0.950872208915,,,,,5
2020-09-02,9357,223,11064,317,272,79,19,0.9505296929160001,,,,,-1
2020-09-01,8450,260,7605,287,295,89,8,0.950199775571,,,,,12
2020-08-31,7221,272,6339,94,307,93,1,0.949876536522,,,,,0
2020-08-30,2539,79,12916,254,317,98,4,0.9495603427670001,,,,,0
2020-08-29,2873,132,13069,408,329,99,19,0.949252740072,,,,,3
2020-08-28,5958,210,812,323,341,99,9,0.94895734611,,,,,11
2020-08-27,5754,274,7093,369,351,98,29,0.9486939091150001,,,,,18
2020-08-26,8596,267,5767,448,372,112,7,0.948486899802,,,,,23
2020-08-25,8497,298,5649,335,399,113,15,0.948305392077,,,,,10
2020-08-24,7549,247,8108,353,385,113,0,0.948136930825,,,,,0
2020-08-23,2705,133,3305,153,388,116,1,0.947989134303,,,,,0
2020-08-22,3106,175,5163,493,380,111,14,0.947848641506,,,,,14
2020-08-21,5984,334,7559,372,392,110,26,0.947721298315,,,,,30
2020-08-20,6005,317,9429,429,397,117,23,0.947600404807,,,,,8
2020-08-19,8587,325,6545,295,400,118,18,0.947484624293,,,,,9
2020-08-18,8048,326,5282,287,419,124,5,0.947374106005,,,,,21
2020-08-17,8071,288,6282,216,409,124,0,0.9472690207529999,,,,,0
2020-08-16,2832,108,6907,342,414,132,1,0.947169567568,,,,,0
2020-08-15,3146,186,7822,513,422,133,20,0.947075982077,,,,,10
2020-08-14,5915,368,11515,683,434,138,20,0.946988547136,,,,,10
2020-08-13,6963,404,9513,348,436,152,24,0.9469076064740001,,,,,23
2020-08-12,9303,308,13506,245,438,143,11,0.946833582457,,,,,12
2020-08-11,8993,425,5917,1051,440,141,10,0.946766999106,,,,,29
2020-08-10,7664,345,13839,886,441,141,0,0.9467085112420001,,,,,0
2020-08-09,2797,124,10659,565,468,152,6,0.9466589414159999,,,,,0
2020-08-08,3172,214,14665,322,487,163,16,0.946619326537,,,,,29
2020-08-07,6688,429,6871,43,491,167,7,0.9465909780189999,,,,,2
