Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-11-30,,,,734,,,0,,,,,,0
2020-11-29,420,7,7015,1058,605,146,0,1.32400697732,,,,,0
2020-11-28,1957,110,8037,1666,597,148,0,1.32549075327,,,,,0
2020-11-27,4654,377,11017,1008,534,138,7,1.32698498176,,,,,21
2020-11-26,2214,322,16411,935,506,139,11,1.32847486824,-0.502684416072064,-0.8302332164595275,0.6730319682200039,C,0
2020-11-25,13475,1369,24523,1199,499,130,3,1.32922488153,-0.2808613280327722,-0.41525718194087663,4.02599564574205,F,25
2020-11-24,18100,1622,15084,837,479,115,2,1.32998012879,-0.2464757712322563,-0.4296770722819932,3.9597236326490703,F,17
2020-11-23,18574,1502,12251,1422,463,116,0,1.33049832044,-0.3541665503512447,-0.5140138971155499,3.482330547182822,F,0
2020-11-22,6881,803,10973,552,428,105,3,1.33010323519,-0.3736590159953118,-0.5030530581629145,3.6146848304890273,F,0
2020-11-21,9556,880,19035,806,380,91,11,1.32917015874,-0.35411220711926494,-0.5073233521050239,4.676744725894516,F,6
2020-11-20,16738,1411,13213,1169,365,88,3,1.3274132794600002,-0.3335610567455363,-0.5246301132064549,4.499007395621203,F,10
2020-11-19,16928,1366,14542,582,333,102,9,1.32488889769,-0.39235496671010717,-0.5786852948412924,3.569319032874623,D-,8
2020-11-18,18432,1323,21263,628,304,83,2,1.32153413104,-0.34715664548963127,-0.5056956878484596,3.307922341981593,F,8
2020-11-17,17420,1308,8753,352,291,90,0,1.31713426881,-0.36056580643753605,-0.5114619480740009,3.4913864573529976,F,11
2020-11-16,16018,1150,14903,380,270,79,0,1.31154052392,-0.41148561666465205,-0.5595501866866394,3.1665121485052126,D,0
2020-11-15,4972,493,4848,639,257,85,2,1.3043721712899998,-0.349503028756125,-0.5000102095031722,3.8768577422537867,F,0
2020-11-14,6608,604,7896,528,242,90,2,1.29599983463,-0.35917833940477184,-0.4643403564134576,5.697526920276711,F,13
2020-11-13,12592,841,12871,598,235,90,2,1.28635350371,-0.3702997574325698,-0.49379603987069964,5.03722169872562,F,5
2020-11-12,12413,786,10935,295,244,95,6,1.27568021389,-0.3857055292531915,-0.5461893705685179,3.9198258798421817,F,0
2020-11-11,10090,526,12569,335,251,89,2,1.26397552277,-0.3135771694702772,-0.34149036169696556,4.936468229575153,F,9
2020-11-10,15173,652,8197,267,244,83,3,1.25120945375,-0.3356631338568998,-0.46521165115427393,3.910821717730122,F,2
2020-11-09,14529,657,7130,308,224,79,0,1.23751390935,-0.411113666864071,-0.5685125436947678,3.30212655947268,D,0
2020-11-08,4058,234,7148,512,205,76,3,1.22327032212,-0.3809194218431832,-0.5284226317598891,3.4689967975417826,F,0
2020-11-07,4826,276,15061,322,201,72,3,1.20872629483,-0.43956051390467005,-0.44119009046162594,4.2903074772422425,D-,1
2020-11-06,10707,527,8050,309,199,72,9,1.19422419567,-0.3598705006898627,-0.5400011355156261,4.492504389651382,F,0
2020-11-05,10954,578,12034,271,177,72,3,1.17997416494,-0.39757684566746176,-0.599731941185796,3.3688988037941083,D-,4
2020-11-04,11872,502,9881,237,178,76,7,1.16647417704,-0.3626324754302547,-0.5156793872840968,3.136067040980717,F,3
2020-11-03,13350,451,7261,306,182,78,1,1.15322908733,-0.34890384865260876,-0.5043590960481497,3.827076110346879,F,0
2020-11-02,11746,453,5057,183,177,60,-1,1.14103121055,-0.377349184935931,-0.5478978116511078,3.886362135594295,F,0
2020-11-01,3469,178,7747,233,183,60,1,1.1297845021,-0.3989332718091145,-0.4991951161070539,4.307815570237914,F,0
2020-10-31,4420,228,9193,164,181,55,8,1.12018944604,-0.3709504233560633,-0.5252531081668818,5.8117521338898595,F,3
2020-10-30,9005,311,10670,276,188,58,7,1.11171780565,-0.329208631012618,-0.5106187409803508,5.48016782683979,F,1
2020-10-29,9854,346,7189,229,182,61,1,1.1044568583299998,-0.3623246081134493,-0.5210465445912337,4.6913721769884384,F,2
2020-10-28,11756,356,9102,233,181,59,13,1.09894089827,-0.32334049034825535,-0.4357707777332096,4.318682662442126,F,0
2020-10-27,10361,249,7089,255,177,60,7,1.0944032174,-0.3402617034119418,-0.49161053613906147,3.471911938148944,F,5
2020-10-26,10065,306,8402,152,157,56,0,1.09044739326,-0.3622889563460558,-0.5619299524724154,3.4675306025618493,D-,0
2020-10-25,3180,145,5498,247,162,59,3,1.08709578864,-0.301500977788687,-0.46751898655054225,4.7695289940952295,F,0
2020-10-24,4060,199,6261,316,150,55,4,1.08411918618,-0.29882713288273793,-0.44992096747632193,6.521597496409986,F,-1
2020-10-23,8525,318,10092,162,159,55,6,1.0812151188099999,-0.2910986306556766,-0.49471929571313167,5.54267948104306,F,0
2020-10-22,9347,332,12135,213,162,58,11,1.07816334288,-0.34640335783280063,-0.5414435980607455,4.451726919856534,F,0
2020-10-21,10447,354,6797,262,168,56,11,1.07496958,-0.3072809065799005,-0.44530776611555234,4.4502607248766015,F,0
2020-10-20,11611,323,15127,302,174,66,2,1.07082312514,-0.3317629770040339,-0.48417290863290174,3.9573087232703568,F,7
2020-10-19,11093,342,10271,203,168,63,1,1.06591126443,-0.36271413264226277,-0.5368519578992078,3.8760642720293523,F,0
2020-10-18,3240,144,6907,196,168,63,0,1.06036766002,-0.2718214583811135,-0.46108491597995604,5.30362070190313,F,0
2020-10-17,3980,184,9489,85,162,59,8,1.05396988385,-0.2860997741405862,-0.43517151394786807,7.222714686461334,F,-1
2020-10-16,7917,286,8723,151,159,56,10,1.0471942597600001,-0.29273306407894445,-0.49697993662635337,5.535934984135367,F,1
2020-10-15,8665,292,5336,153,170,66,31,1.03995763521,-0.343904997007208,-0.5124919436848563,4.858449407290002,F,3
2020-10-14,10665,265,6623,213,164,66,19,1.0325275093200001,-0.3280836612704762,-0.4454667484336462,4.0463326325813584,F,2
2020-10-13,11610,319,5750,178,165,60,0,1.02518216411,-0.32905218521463386,-0.45689064210614416,4.454176327940658,F,0
2020-10-12,10029,285,9168,117,160,57,0,1.0180567361700001,-0.36875554781445025,-0.4972288138685374,4.456780980199127,F,0
2020-10-11,2981,113,4504,244,167,56,1,1.01137341456,-0.28999313735510573,-0.461052412255571,5.748705749752731,F,0
2020-10-10,4345,185,6449,186,164,57,24,1.00547985243,-0.2868558813642012,-0.42793050205006006,8.66438108684788,F,3
2020-10-09,8202,254,8477,162,169,61,10,1.00072195391,-0.3361888565327759,-0.5000606721584556,6.041910247033959,F,-1
2020-10-08,8554,317,10821,141,176,64,14,0.996896165518,-0.4306357886904076,-0.5332284460627285,2.6890500656281446,D-,5
2020-10-07,10100,267,7058,144,172,62,3,0.994498888028,-0.4177054701792002,-0.49992453216648763,3.6996378925616265,D-,12
2020-10-06,11773,268,6066,138,183,64,2,0.9931822674590001,-0.39021138023927365,-0.47399031570005085,4.346833606056843,F,3
2020-10-05,9575,260,5286,120,176,63,1,0.992690341575,-0.40655864395162244,-0.5559993279324681,3.3907364843187606,D,0
