Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2022-02-10,,,,1242,,,43,,-,-,-,-,66
2022-02-09,4222,165,180930,1414,581,118,60,0.61,-,-,-,-,10
2022-02-08,21000,621,273995,309,617,124,25,0.61,-,-,-,-,19
2022-02-07,27942,1234,273995,2845,619,125,28,0.62,-,-,-,-,90
2022-02-06,4997,659,273995,0,620,123,0,0.62,-,-,-,-,0
2022-02-05,5995,801,273995,0,627,120,0,0.63,-,-,-,-,0
2022-02-04,22217,1433,273995,2795,687,124,12,0.63,-,-,-,-,33
2022-02-03,27373,1559,273995,1265,746,134,14,0.64,-,-,-,-,6
2022-02-02,27890,1808,273995,1528,818,147,16,0.65,-,-,-,-,46
2022-02-01,30180,2020,239724,1229,846,161,10,0.66,-,-,-,-,50
2022-01-31,33080,2447,239724,9366,872,164,34,0.67,-,-,-,-,17
2022-01-30,6998,1043,239724,0,934,174,0,0.68,-,-,-,-,0
2022-01-29,10326,1611,239724,0,967,173,0,0.69,-,-,-,-,0
2022-01-28,26971,2708,239724,4751,1007,174,29,0.71,-,-,-,-,20
2022-01-27,32285,3058,239724,1782,1022,178,31,0.73,-,-,-,-,19
2022-01-26,31606,3433,239724,2592,1067,184,28,0.74,-,-,-,-,64
2022-01-25,36164,3943,251069,2864,1086,179,10,0.76,-,-,-,-,54
2022-01-24,38621,4616,251069,18927,1114,191,15,0.78,-,-,-,-,9
2022-01-23,9916,2195,251069,0,1162,195,0,0.81,-,-,-,-,0
2022-01-22,14373,3216,251069,0,1162,204,0,0.83,-,-,-,-,0
2022-01-21,36957,5648,251069,11020,1163,199,7,0.86,-,-,-,-,47
2022-01-20,41399,6339,251069,6532,1144,188,5,0.88,-,-,-,-,26
2022-01-19,43418,7338,251069,4261,1183,199,3,0.91,-,-,-,-,33
2022-01-18,47692,8181,269716,24639,1232,207,17,0.94,-,-,-,-,41
2022-01-17,32376,7140,269716,0,1197,199,0,0.97,-,-,-,-,0
2022-01-16,12094,3318,269716,0,1202,188,0,1.01,-,-,-,-,0
2022-01-15,18096,4876,269716,0,1200,180,0,1.05,-,-,-,-,0
2022-01-14,41245,8632,269716,8257,1194,178,5,1.08,-,-,-,-,37
2022-01-13,46846,9031,269716,8440,1154,171,2,1.12,-,-,-,-,12
2022-01-12,48984,10154,269716,11092,1072,168,3,1.16,-,-,-,-,29
2022-01-11,50925,11178,162643,5081,1071,169,3,1.2,-,-,-,-,8
2022-01-10,58102,12683,162643,22945,1013,159,2,1.25,-,-,-,-,23
2022-01-09,15827,4660,162643,0,964,140,0,1.29,-,-,-,-,0
2022-01-08,21790,6070,162643,0,907,128,0,1.33,-,-,-,-,0
2022-01-07,50463,11901,162643,6428,875,116,3,1.37,-,-,-,-,9
2022-01-06,54652,12517,162643,6266,779,122,2,1.42,-,-,-,-,37
2022-01-05,55012,13377,162643,4646,724,109,4,1.45,-,-,-,-,0
2022-01-04,57467,13983,119892,5930,673,116,2,1.49,-,-,-,-,9
2022-01-03,52558,13444,119892,15427,614,110,5,1.53,-,-,-,-,4
2022-01-02,17651,5076,119892,0,545,104,0,1.56,-,-,-,-,0
2022-01-01,9791,2741,119892,0,522,97,0,1.59,-,-,-,-,0
2021-12-31,23367,6258,119892,0,481,89,0,1.61,-,-,-,-,0
2021-12-30,38855,9177,119892,3402,453,82,2,1.63,-,-,-,-,13
2021-12-29,39466,9379,119892,2749,420,86,5,1.64,-,-,-,-,3
2021-12-28,36890,9016,96337,987,376,72,6,1.65,-,-,-,-,7
2021-12-27,32269,7357,96337,6475,322,66,13,1.65,-,-,-,-,2
2021-12-26,13528,3086,96337,0,282,66,0,1.64,-,-,-,-,0
2021-12-25,3940,890,96337,0,256,60,0,1.63,-,-,-,-,0
2021-12-24,11210,1887,96337,0,229,54,0,1.61,-,-,-,-,0
2021-12-23,22380,2960,96337,655,229,54,5,1.59,-,-,-,-,2
2021-12-22,22272,2729,96337,1057,217,58,2,1.55,-,-,-,-,1
2021-12-21,20451,2032,90861,652,215,57,4,1.52,-,-,-,-,0
2021-12-20,19181,1565,90861,1355,188,56,2,1.48,-,-,-,-,1
2021-12-19,7407,631,90861,0,195,56,0,1.43,-,-,-,-,0
2021-12-18,8013,549,90861,0,196,53,0,1.39,-,-,-,-,0
2021-12-17,15263,749,90861,449,193,49,5,1.35,-,-,-,-,0
2021-12-16,16815,730,90861,316,198,56,7,1.31,-,-,-,-,0
2021-12-15,17362,665,90861,314,201,58,10,1.27,-,-,-,-,6
2021-12-14,14979,506,97989,199,206,64,6,1.23,-,-,-,-,0
2021-12-13,16062,560,97989,1169,194,63,9,1.2,-,-,-,-,0
2021-12-12,5644,230,97989,0,196,66,0,1.17,-,-,-,-,0
2021-12-11,7084,317,97989,0,199,65,0,1.16,-,-,-,-,0
2021-12-10,13972,438,97989,314,200,59,8,1.14,-,-,-,-,-1
2021-12-09,16376,480,97989,295,194,60,10,1.13,-,-,-,-,1
2021-12-08,16760,444,97989,283,196,59,13,1.13,-,-,-,-,3
2021-12-07,16485,482,0,306,183,57,12,1.12,-,-,-,-,12
2021-12-06,16532,495,0,1443,163,53,15,1.12,-,-,-,-,8
2021-12-05,5589,242,0,0,169,57,0,1.13,-,-,-,-,0
2021-12-04,6913,280,0,0,164,56,0,1.13,-,-,-,-,0
2021-12-03,13196,421,0,356,177,53,7,1.13,-,-,-,-,4
2021-12-02,15179,480,0,314,176,56,13,1.13,-,-,-,-,11
2021-12-01,16439,487,15409,228,169,55,11,1.13,-,-,-,-,16
2021-11-30,17550,486,13101,222,189,54,15,1.12,-,-,-,-,24
2021-11-29,18499,515,8990,1226,196,52,35,1.11,-,-,-,-,1
2021-11-28,5422,240,40763,0,181,48,0,1.1,-,-,-,-,0
2021-11-27,5474,293,0,0,181,43,0,1.08,-,-,-,-,0
2021-11-26,7683,310,0,0,184,46,0,1.07,-,-,-,-,0
2021-11-25,2193,108,0,0,186,45,0,1.05,-,-,-,-,0
2021-11-24,10316,301,0,180,188,49,9,1.04,-,-,-,-,1
2021-11-23,12865,347,10400,151,179,45,2,1.02,-,-,-,-,2
2021-11-22,14438,337,7182,769,187,49,3,1.0,-,-,-,-,0
2021-11-21,4860,212,32220,0,186,49,0,0.99,-,-,-,-,0
2021-11-20,5801,210,0,0,188,49,0,0.98,-,-,-,-,0
2021-11-19,12170,347,0,328,194,48,2,0.97,-,-,-,-,5
2021-11-18,14275,339,17030,200,194,47,6,0.96,-,-,-,-,3
2021-11-17,16485,352,15155,341,208,49,1,0.95,-,-,-,-,3
2021-11-16,16406,332,12145,183,216,52,4,0.95,-,-,-,-,0
2021-11-15,17217,394,9703,705,210,55,5,0.95,-,-,-,-,0
2021-11-14,4862,180,30734,0,204,56,0,0.95,-,-,-,-,0
2021-11-13,5896,282,0,0,195,58,0,0.95,-,-,-,-,0
2021-11-12,12739,369,0,552,207,61,9,0.96,-,-,-,-,0
2021-11-11,12758,381,29829,0,219,57,0,0.96,-,-,-,-,0
2021-11-10,16432,401,0,218,219,55,11,0.97,-,-,-,-,2
2021-11-09,15313,382,12103,239,218,50,5,0.97,-,-,-,-,0
2021-11-08,16100,385,7912,874,225,53,3,0.98,-,-,-,-,0
2021-11-07,5039,228,33982,0,227,56,0,0.99,-,-,-,-,0
2021-11-06,6134,296,0,0,219,52,0,1.0,-,-,-,-,0
2021-11-05,13743,411,0,383,219,49,3,1.0,-,-,-,-,5
2021-11-04,14963,452,15557,292,212,54,3,1.01,-,-,-,-,3
2021-11-03,16138,407,15889,214,215,51,7,1.02,-,-,-,-,0
2021-11-02,16170,455,11930,169,198,46,2,1.02,-,-,-,-,0
2021-11-01,15426,401,7449,906,197,47,5,1.03,-,-,-,-,8
2021-10-31,4512,179,32415,0,199,53,0,1.03,-,-,-,-,0
2021-10-30,6260,260,0,0,203,53,0,1.04,-,-,-,-,0
2021-10-29,12140,393,0,325,198,51,3,1.04,-,-,-,-,1
