Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-08-24,,,,353,,,0,0.9654841107709999,,,,,0
2020-08-23,194,1,3305,153,388,116,1,0.964202206908,,,,,0
2020-08-22,881,15,5163,493,380,111,14,0.964714356249,,,,,14
2020-08-21,3185,138,7559,372,392,110,26,0.965228398312,,,,,30
2020-08-20,4348,216,9429,429,397,117,23,0.965744351732,,,,,8
2020-08-19,7205,295,6545,295,400,118,18,0.966262247852,,,,,9
2020-08-18,7029,312,5282,287,419,124,5,0.966782134315,,,,,21
2020-08-17,7498,288,6282,216,409,124,0,0.967304079678,,,,,0
2020-08-16,2656,103,6907,342,414,132,1,0.96782817933,,,,,0
2020-08-15,2974,173,7822,513,422,133,20,0.9683545630979999,,,,,10
2020-08-14,5552,371,11515,683,434,138,20,0.968883405002,,,,,10
2020-08-13,6425,399,9513,348,436,152,24,0.9694149357780001,,,,,23
2020-08-12,8297,295,13506,245,438,143,11,0.969949458944,,,,,12
2020-08-11,8042,411,5917,1051,440,141,10,0.970487371386,,,,,29
2020-08-10,6810,297,13839,886,441,141,0,0.971029189757,,,,,0
2020-08-09,2635,116,10659,565,468,152,6,0.971575584257,,,,,0
2020-08-08,2934,193,14665,322,487,163,16,0.9721274218520001,,,,,29
2020-08-07,6060,385,6871,43,491,167,7,0.972685821472,,,,,2
2020-08-06,6258,409,4521,580,511,177,32,0.973252224398,,,,,39
2020-08-05,10479,486,3330,65,517,171,12,0.973828483814,,,,,21
2020-08-04,9793,584,5075,253,536,172,2,0.9744169784119999,,,,,32
2020-08-03,7759,449,3755,422,539,167,0,0.975020755968,,,,,0
2020-08-02,3269,244,17133,558,555,175,2,0.975643713917,,,,,0
2020-08-01,4081,326,3173,637,554,171,31,0.9762908249950001,,,,,1
2020-07-31,7170,591,6357,418,546,169,14,0.976968416825,,,,,21
2020-07-30,7318,561,5811,506,593,191,17,0.977684514468,,,,,89
2020-07-29,9903,675,-1337,439,592,189,6,0.978449253805,,,,,8
2020-07-28,7820,543,5366,187,626,204,15,0.9792753701620001,,,,,40
2020-07-27,6814,530,6100,273,640,203,2,0.9801787593539999,,,,,0
2020-07-26,2633,235,2117,420,661,204,2,0.9811790951270001,,,,,0
2020-07-25,3329,332,1826,595,687,201,6,0.9823004654240001,,,,,1
2020-07-24,5652,540,4689,710,685,203,13,0.9835719572030001,,,,,14
2020-07-23,6153,479,4035,905,652,215,22,0.9850280745960001,,,,,10
2020-07-22,7838,498,6543,767,690,233,8,0.9867088201980001,,,,,28
2020-07-21,6073,582,7530,990,699,233,20,0.988659214488,,,,,17
2020-07-20,6446,583,6684,560,700,234,1,0.990927996273,,,,,0
2020-07-19,3231,362,7443,415,666,213,-2,0.993565275609,,,,,0
2020-07-18,3945,508,6386,702,665,214,25,0.996619047112,,,,,14
2020-07-17,8414,861,4974,405,692,232,3,1.00013074936,,,,,19
2020-07-16,8290,928,7086,873,682,235,11,1.00413045166,,,,,52
2020-07-15,8870,989,5010,911,711,245,22,1.00863263716,,,,,6
2020-07-14,7635,911,4522,865,722,238,9,1.01363370864,,,,,40
2020-07-13,8634,984,10288,540,712,237,1,1.0191120595899998,,,,,0
2020-07-12,3116,443,6791,814,674,235,2,1.0250308227200002,,,,,0
2020-07-11,4235,664,4199,1251,675,233,9,1.03134254909,,,,,24
2020-07-10,8239,1146,6890,1133,671,231,10,1.0379945765799998,,,,,7
2020-07-09,7872,1058,7315,1292,672,227,26,1.04493399565,,,,,17
2020-07-08,9557,1139,3514,1333,691,236,7,1.05211170453,,,,,31
2020-07-07,8967,1205,6786,1010,679,234,3,1.05948553752,,,,,16
2020-07-06,8597,1197,8037,1028,659,224,0,1.06702248013,,,,,2
2020-07-05,2957,492,4157,663,634,203,3,1.074699611,,,,,0
2020-07-04,2156,453,5649,413,624,197,3,1.0825029453200001,,,,,10
2020-07-03,5816,865,6862,713,594,193,6,1.0904231332799998,,,,,11
2020-07-02,8726,1067,5963,652,584,187,9,1.09844745422,,,,,8
2020-07-01,8020,1112,7001,570,556,193,5,1.10654941523,,,,,46
2020-06-30,7999,1200,7746,779,542,192,10,1.11468044919,,,,,12
