Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-06-11,260,,,,,1.10103107389
2020-06-10,147,1831,,,13,1.10083680575
2020-06-09,89,2615,294,142,8,1.10057631921
2020-06-08,111,2536,306,146,0,1.10022784677
2020-06-07,118,2933,304,146,1,1.0997631029500001
2020-06-06,270,3262,291,135,2,1.09914583276
2020-06-05,290,4394,297,129,9,1.09833043456
2020-06-04,102,4568,282,122,7,1.09726103536
2020-06-03,131,3512,283,123,8,1.09587166844
2020-06-02,94,3422,293,129,3,1.0940885349
2020-06-01,207,3127,279,120,0,1.09183560674
2020-05-31,154,3146,269,118,1,1.0890447823799998
2020-05-30,175,3757,277,120,1,1.08567100783
2020-05-29,165,4400,272,89,3,1.08171081956
2020-05-28,89,4054,277,117,6,1.07721977156
2020-05-27,114,3579,293,123,5,1.07232148867
2020-05-26,106,2513,285,117,0,1.06720112491
2020-05-25,125,2827,284,117,0,1.06041311263
2020-05-24,170,2979,270,115,1,1.05413415069
2020-05-23,205,3797,262,120,12,1.0487312419900001
2020-05-22,106,4218,253,125,6,1.04436397513
2020-05-21,97,3817,247,117,14,1.0410088407
2020-05-20,243,4297,260,118,10,1.0385305813799999
2020-05-19,59,3193,252,114,0,1.0367526481
2020-05-18,48,2195,247,110,0,1.0355036591
2020-05-17,148,1627,252,116,2,1.03463914687
2020-05-16,88,2732,236,102,2,1.0340468731799999
2020-05-15,148,3583,236,109,4,1.03364395909
2020-05-14,219,3001,244,102,0,1.03337117593
2020-05-13,153,3107,242,105,2,1.0331870944600001
2020-05-12,54,2838,248,88,2,1.0330631438200002
2020-05-11,53,2270,230,85,0,1.0329798054500001
2020-05-10,118,1719,228,81,2,1.0329238285
2020-05-09,142,2622,226,85,3,1.03288625487
2020-05-08,139,3094,220,77,5,1.03286104548
2020-05-07,85,2814,220,78,1,1.03284413676
2020-05-06,124,3604,214,71,4,1.03283279785
2020-05-05,66,2905,209,70,4,1.03282519506
2020-05-04,84,2278,210,69,5,1.03282009782
2020-05-03,102,1848,213,64,0,1.03281668061
2020-05-02,90,2508,210,62,2,1.03281438979
2020-05-01,151,2876,213,60,5,1.03281285413
2020-04-30,124,2620,211,72,1,1.0328118247
2020-04-29,101,2493,208,74,2,1.03281113464
2020-04-28,32,2197,201,75,2,1.03281067207
2020-04-27,48,1314,190,76,1,1.032810362
2020-04-26,98,1474,180,73,1,1.03290469616
2020-04-25,118,2072,177,74,2,1.0330087486700001
2020-04-24,31,2144,175,68,0,1.0331391494
2020-04-23,67,1677,173,75,2,1.0332847110799999
2020-04-22,66,1702,172,73,1,1.03344261202
2020-04-21,24,1289,179,77,0,1.03364385433
2020-04-20,36,788,,,1,1.03382849874
2020-04-19,68,792,,,0,1.0340540151200002
2020-04-18,57,933,,,4,1.0343294540799999
2020-04-17,72,1061,,,3,1.0346658753
2020-04-16,50,1087,,,3,1.03507679834
2020-04-15,83,1018,,,3,1.0355787587799998
2020-04-14,21,779,,,0,1.03619199716
2020-04-13,7,505,,,0,1.0369413178
2020-04-12,49,615,,,1,1.03785716692
2020-04-11,81,904,,,1,1.0389769979299999
2020-04-10,57,969,,,0,1.04034701498
2020-04-09,63,791,,,0,1.04202441485
2020-04-08,89,982,,,2,1.04408027191
2020-04-07,40,761,,,1,1.04660321146
2020-04-06,49,516,,,0,1.04970393647
2020-04-05,47,641,,,0,1.05352040621
2020-04-04,70,741,,,1,1.0582228343100002
2020-04-03,55,896,,,0,1.06401649263
2020-04-02,54,1190,,,3,1.07113862553
2020-04-01,104,1095,,,3,1.07984445316
2020-03-31,38,655,,,3,1.0903784425299998
2020-03-30,33,732,,,0,1.10293319559
2020-03-29,24,760,,,1,1.11760805375
2020-03-28,79,962,,,0,1.1343843619
2020-03-27,67,829,,,2,1.1531259911299998
2020-03-26,64,982,,,0,1.17359781547
2020-03-25,36,585,,,1,1.1954866954
2020-03-24,25,514,,,0,1.2184139731599999
2020-03-23,28,337,,,0,1.24193748312
2020-03-22,17,886,,,0,1.26554879279
2020-03-21,13,446,,,0,1.2886782313299998
2020-03-20,12,457,,,0,1.31072372441
2020-03-19,10,228,,,0,1.33111238859
2020-03-18,12,243,,,0,1.34938458864
2020-03-17,7,148,,,0,1.36526928417
2020-03-16,5,139,,,0,1.37871483358
2020-03-15,3,93,,,0,1.38986093234
2020-03-14,8,117,,,0,1.3989703171799999
2020-03-13,0,83,,,0,1.4063547396899998
2020-03-12,,74,,,0,1.41232015636
2020-03-11,1,49,,,0,1.41713739746
2020-03-10,,56,,,0,1.4210325405200002
2020-03-09,1,40,,,0,1.42418842276
2020-03-08,0,0,,,0,1.42675075206
2020-03-07,,0,,,0,1.4288351350600001
2020-03-06,0,45,,,0,1.43053341512
2020-03-05,0,25,,,0,1.43191884879
2020-03-04,,0,,,0,1.43305014973
2020-03-03,0,14,,,0,1.43397459466
2020-03-02,0,15,,,0,1.43473040378
2020-03-01,0,0,,,0,1.4381353587
