Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-08-25,,,,335,,,15,0.964397350569,,,,,10
2020-08-24,313,0,8108,353,385,113,0,0.9640722985979999,,,,,0
2020-08-23,1325,20,3305,153,388,116,1,0.9637554811299999,,,,,0
2020-08-22,2174,63,5163,493,380,111,14,0.964262808178,,,,,14
2020-08-21,4888,210,7559,372,392,110,26,0.964772056348,,,,,30
2020-08-20,4997,269,9429,429,397,117,23,0.965283245364,,,,,8
2020-08-19,7720,306,6545,295,400,118,18,0.965796407648,,,,,9
2020-08-18,7380,315,5282,287,419,124,5,0.9663115919149999,,,,,21
2020-08-17,7592,288,6282,216,409,124,0,0.966828867787,,,,,0
2020-08-16,2744,103,6907,342,414,132,1,0.9673483317110001,,,,,0
2020-08-15,3016,173,7822,513,422,133,20,0.9678701145649999,,,,,10
2020-08-14,5555,368,11515,683,434,138,20,0.9683943914149999,,,,,10
2020-08-13,6432,396,9513,348,436,152,24,0.968921394041,,,,,23
2020-08-12,8299,295,13506,245,438,143,11,0.969451426998,,,,,12
2020-08-11,8044,410,5917,1051,440,141,10,0.969984888214,,,,,29
2020-08-10,6808,296,13839,886,441,141,0,0.9705222953820001,,,,,0
2020-08-09,2635,116,10659,565,468,152,6,0.9710643197509999,,,,,0
2020-08-08,2934,193,14665,322,487,163,16,0.971611829344,,,,,29
2020-08-07,6059,385,6871,43,491,167,7,0.972165944164,,,,,2
2020-08-06,6258,409,4521,580,511,177,32,0.972728106585,,,,,39
2020-08-05,10480,486,3330,65,517,171,12,0.9733001709119999,,,,,21
2020-08-04,9791,583,5075,253,536,172,2,0.973884516989,,,,,32
2020-08-03,7759,449,3755,422,539,167,0,0.97448419379,,,,,0
2020-08-02,3270,244,17133,558,555,175,2,0.9751030999879999,,,,,0
2020-08-01,4081,326,3173,637,554,171,31,0.975746209606,,,,,1
2020-07-31,7169,589,6357,418,546,169,14,0.976419851591,,,,,21
2020-07-30,7323,561,5811,506,593,191,17,0.9771320523450001,,,,,89
2020-07-29,9905,673,-1337,439,592,189,6,0.977892949051,,,,,8
2020-07-28,7818,542,5366,187,626,204,15,0.978715278211,,,,,40
2020-07-27,6819,530,6100,273,640,203,2,0.979614936511,,,,,0
2020-07-26,2632,234,2117,420,661,204,2,0.980611597987,,,,,0
2020-07-25,3332,332,1826,595,687,201,6,0.981729349826,,,,,1
2020-07-24,5871,540,4689,710,685,203,13,0.9829972764749999,,,,,14
2020-07-23,6532,479,4035,905,652,215,22,0.984449876737,,,,,10
2020-07-22,8189,498,6543,767,690,233,8,0.9861271435760001,,,,,28
2020-07-21,6455,582,7530,990,699,233,20,0.9880740815710001,,,,,17
2020-07-20,6528,583,6684,560,700,234,1,0.9903394050309999,,,,,0
2020-07-19,3233,362,7443,415,666,213,-2,0.9929731886509999,,,,,0
2020-07-18,3946,508,6386,702,665,214,25,0.9960233795010001,,,,,14
2020-07-17,8416,861,4974,405,692,232,3,0.999531357712,,,,,19
2020-07-16,8306,928,7086,873,682,235,11,1.00352712948,,,,,52
2020-07-15,9102,989,5010,911,711,245,22,1.00802512407,,,,,6
2020-07-14,7660,911,4522,865,722,238,9,1.01302172321,,,,,40
2020-07-13,8678,984,10288,540,712,237,1,1.01849536494,,,,,0
2020-07-12,3135,443,6791,814,674,235,2,1.02440932905,,,,,0
2020-07-11,4241,664,4199,1251,675,233,9,1.03071644677,,,,,24
2020-07-10,8303,1146,6890,1133,671,231,10,1.03736447834,,,,,7
2020-07-09,7912,1060,7315,1292,672,227,26,1.0443010511700002,,,,,17
2020-07-08,9567,1139,3514,1333,691,236,7,1.05147764244,,,,,31
2020-07-07,8985,1205,6786,1010,679,234,3,1.05885259496,,,,,16
2020-07-06,8604,1197,8037,1028,659,224,0,1.06639320272,,,,,2
2020-07-05,2957,492,4157,663,634,203,3,1.07407654156,,,,,0
2020-07-04,2156,453,5649,413,624,197,3,1.08188825887,,,,,10
2020-07-03,5816,865,6862,713,594,193,6,1.0898183025,,,,,11
2020-07-02,8726,1067,5963,652,584,187,9,1.09785303327,,,,,8
2020-07-01,8021,1112,7001,570,556,193,5,1.10596500345,,,,,46
2020-06-30,8008,1200,7746,779,542,192,10,1.1141048468799999,,,,,12
2020-06-29,8228,1214,9918,456,510,176,4,1.12220180133,,,,,0
2020-06-28,2904,515,6108,146,485,175,3,1.1301762940200002,,,,,0
2020-06-27,4268,713,7952,539,492,170,0,1.13795934802,,,,,4
2020-06-26,7776,1084,1583,477,467,179,17,1.14550671588,,,,,6
2020-06-25,7368,1071,1261,501,451,166,7,1.15279915715,,,,,22
2020-06-24,8368,1152,3055,350,437,161,26,1.15983173116,,,,,20
2020-06-23,7559,1095,4297,140,406,154,4,1.16660184632,,,,,32
2020-06-22,7034,945,3999,171,376,152,0,1.17310119004,,,,,0
2020-06-21,2062,309,4081,420,361,142,2,1.1793085199200002,,,,,0
2020-06-20,3679,518,5229,396,363,142,10,1.18518063972,,,,,12
2020-06-19,6539,760,4893,280,344,138,7,1.19065663655,,,,,16
2020-06-18,6444,746,5037,127,335,141,7,1.1955806389899999,,,,,16
2020-06-17,6267,618,5177,196,351,149,10,1.19992514625,,,,,39
2020-06-16,6648,653,4030,241,364,151,12,1.20363624557,,,,,77
2020-06-15,5319,412,3871,196,346,138,0,1.2067074942799998,,,,,0
2020-06-14,1676,161,4188,290,321,143,4,1.2091856150799998,,,,,0
2020-06-13,2628,249,3815,127,336,150,7,1.2110769128399999,,,,,21
2020-06-12,4710,339,4712,160,311,150,8,1.21252552845,,,,,20
2020-06-11,5177,376,3606,246,325,156,4,1.21353438825,,,,,13
2020-06-10,5597,314,4233,143,312,143,13,1.2142248514299998,,,,,12
2020-06-09,5545,282,3658,83,315,146,8,1.21464813676,,,,,19
2020-06-08,4525,296,3108,108,327,149,0,1.21475349742,,,,,0
2020-06-07,1504,106,3332,109,322,148,1,1.2146103364799998,,,,,0
2020-06-06,2515,175,3634,258,309,137,2,1.21415860612,,,,,34
2020-06-05,4344,254,4712,274,315,131,9,1.21340997921,,,,,4
2020-06-04,4362,283,4822,102,300,123,6,1.21231217593,,,,,18
2020-06-03,4701,277,3343,128,296,124,9,1.21079627845,,,,,29
2020-06-02,5197,283,2919,89,306,130,3,1.20877893587,,,,,52
2020-06-01,3716,246,3182,200,292,121,0,1.2060985453200002,,,,,0
2020-05-31,1584,124,3280,150,283,120,1,1.20270833096,,,,,0
2020-05-30,2038,173,3328,170,291,122,1,1.1985026014700002,,,,,-2
2020-05-29,3901,218,3925,163,262,100,3,1.19339584459,,,,,2
2020-05-28,4281,295,3477,87,291,119,6,1.18734063453,,,,,48
2020-05-27,4210,248,2718,112,307,125,5,1.1803419445899999,,,,,43
2020-05-26,4492,325,2311,105,301,119,0,1.17246025364,,,,,0
2020-05-25,1366,100,2535,120,300,119,0,1.16379978093,,,,,0
2020-05-24,1507,95,2907,170,286,117,1,1.15448734295,,,,,0
2020-05-23,1680,134,2794,202,278,122,11,1.14465417273,,,,,15
2020-05-22,3626,199,3126,104,269,127,7,1.1344296049,,,,,27
2020-05-21,3369,214,2660,95,262,119,14,1.1239445164700002,,,,,18
2020-05-20,3637,237,3168,240,275,120,10,1.11333591814,,,,,1
2020-05-19,3081,191,2371,58,269,116,0,1.10274857953,,,,,52
