Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-06-15,198,,,,,1.09932293734
2020-06-14,300,294,,,4,1.09933904427
2020-06-13,130,2455,315,144,7,1.09933315502
2020-06-12,166,3860,290,144,8,1.0992983025
2020-06-11,258,3240,306,151,4,1.0992251742599999
2020-06-10,147,3656,291,139,13,1.09910137778
2020-06-09,86,2985,294,142,8,1.09891051406
2020-06-08,112,2710,306,146,0,1.0986310457
2020-06-07,117,3117,304,146,1,1.0982349724200002
2020-06-06,269,3262,291,135,2,1.09768639279
2020-06-05,288,4394,297,129,9,1.0969401407
2020-06-04,102,4568,282,122,7,1.09594086634
2020-06-03,130,3512,283,123,8,1.0946232063799999
2020-06-02,93,3422,293,129,3,1.0929140238400001
2020-06-01,206,3127,279,120,0,1.0907379538
2020-05-31,151,3146,269,118,1,1.08802749376
2020-05-30,175,3757,277,120,1,1.08473796376
2020-05-29,164,4400,272,89,3,1.08086590869
2020-05-28,87,4054,277,117,6,1.0764663767
2020-05-27,113,3579,293,123,5,1.07166190378
2020-05-26,106,2513,285,117,0,1.06663596181
2020-05-25,124,2827,284,117,0,1.05995565964
2020-05-24,170,2979,270,115,1,1.05377866007
2020-05-23,204,3797,262,120,12,1.0484689468000001
2020-05-22,106,4218,253,125,6,1.04418492139
2020-05-21,96,3817,247,117,14,1.04090346424
2020-05-20,243,4297,260,118,10,1.03849063928
2020-05-19,59,3193,252,114,0,1.03677153263
2020-05-18,47,2195,247,110,0,1.0355763147
2020-05-17,148,1627,252,116,2,1.03476180866
2020-05-16,88,2732,236,102,2,1.03421676895
2020-05-15,148,3583,236,109,4,1.03385904353
2020-05-14,219,3001,244,102,0,1.03362991917
2020-05-13,153,3107,242,105,2,1.0334883245
2020-05-12,54,2838,248,88,2,1.03340593341
2020-05-11,53,2270,230,85,0,1.0333633930700001
2020-05-10,118,1719,228,81,2,1.0333475639299998
2020-05-09,142,2622,226,85,3,1.03334956218
2020-05-08,139,3094,220,77,5,1.0333633979899999
2020-05-07,85,2814,220,78,1,1.03338504016
2020-05-06,124,3604,214,71,4,1.03341177878
2020-05-05,66,2905,209,70,4,1.03344179354
2020-05-04,84,2278,210,69,5,1.0334738621500001
2020-05-03,102,1848,213,64,0,1.03350716416
2020-05-02,90,2508,210,62,2,1.03354114894
2020-05-01,151,2876,213,60,5,1.03357544644
2020-04-30,124,2620,211,72,1,1.03360980769
2020-04-29,101,2493,208,74,2,1.03364406499
2020-04-28,32,2197,201,75,2,1.03367810505
2020-04-27,48,1314,190,76,1,1.03371185391
2020-04-26,98,1475,180,73,1,1.03383582154
2020-04-25,118,2072,177,74,2,1.0339690911
2020-04-24,31,2144,175,68,0,1.0341180676100001
2020-04-23,67,1677,173,75,2,1.03428328416
2020-04-22,66,1702,172,73,1,1.03448341505
2020-04-21,24,1289,179,77,0,1.03471743503
2020-04-20,36,788,,,1,1.03492795905
2020-04-19,68,792,,,0,1.03517779472
2020-04-18,57,933,,,4,1.03547575055
2020-04-17,72,1060,,,3,1.03583259219
2020-04-16,50,1088,,,3,1.0362614822
2020-04-15,83,1018,,,3,1.03677852253
2020-04-14,21,779,,,0,1.0374034267799999
2020-04-13,7,505,,,0,1.0381603583499999
2020-04-12,49,615,,,1,1.03907898324
2020-04-11,81,904,,,1,1.0401958034799998
2020-04-10,57,969,,,0,1.0415558595899999
2020-04-09,63,791,,,0,1.04321491831
2020-04-08,89,982,,,2,1.04524228645
2020-04-07,40,760,,,1,1.04772439259
2020-04-06,49,516,,,0,1.0507691999600002
2020-04-05,47,641,,,0,1.05451125314
2020-04-04,70,741,,,1,1.0591165492
2020-04-03,55,896,,,0,1.06478527795
2020-04-02,54,1190,,,3,1.0717488472
2020-04-01,104,1095,,,3,1.0802563116
2020-03-31,38,655,,,3,1.09054645464
2020-03-30,33,732,,,0,1.10280774141
2020-03-29,24,760,,,1,1.1171378886
2020-03-28,79,962,,,0,1.1335197716
2020-03-27,67,829,,,2,1.15182253188
2020-03-26,64,982,,,0,1.17182082804
2020-03-25,36,585,,,1,1.1932160898100002
2020-03-24,25,514,,,0,1.21564741386
2020-03-23,28,337,,,0,1.23869031411
2020-03-22,17,886,,,0,1.26185166944
2020-03-21,13,446,,,0,1.28457531937
2020-03-20,12,457,,,0,1.3062732051200001
2020-03-19,10,228,,,0,1.32638770578
2020-03-18,12,243,,,0,1.34447237536
2020-03-17,7,148,,,0,1.3602625448199999
2020-03-16,5,139,,,0,1.37370243582
2020-03-15,3,93,,,0,1.3849178023700002
2020-03-14,8,117,,,0,1.3941526957400001
2020-03-13,0,83,,,0,1.40169896319
2020-03-12,,74,,,0,1.40784462106
2020-03-11,1,49,,,0,1.4128465520700002
2020-03-10,,56,,,0,1.41691640769
2020-03-09,1,40,,,0,1.4202571373800001
2020-03-08,0,0,,,0,1.42296393641
2020-03-07,,0,,,0,1.4251762321099999
2020-03-06,0,45,,,0,1.4269859483200003
2020-03-05,0,25,,,0,1.4284672578100002
2020-03-04,,0,,,0,1.4296802441499998
2020-03-03,0,14,,,0,1.43067374891
2020-03-02,0,15,,,0,1.43148758606
2020-03-01,0,0,,,0,1.4351718141999998
