Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-07-04,413,,,,3,1.1141331384
2020-07-03,713,6862,594,193,6,1.11881728925
2020-07-02,652,5963,584,187,9,1.12353761434
2020-07-01,570,7001,556,193,5,1.12827801481
2020-06-30,779,7746,542,192,10,1.1330216310799999
2020-06-29,456,9918,510,176,4,1.13773711593
2020-06-28,146,6108,485,175,3,1.1424470831
2020-06-27,539,7952,492,170,0,1.14714728521
2020-06-26,477,1583,467,179,17,1.1518325279000001
2020-06-25,501,1261,451,166,7,1.15649648382
2020-06-24,350,3055,437,161,26,1.16113149571
2020-06-23,140,4297,406,154,4,1.16572827
2020-06-22,171,3999,376,152,0,1.17027554566
2020-06-21,420,4081,361,142,2,1.1747596601399999
2020-06-20,396,5229,363,142,10,1.1791641008700002
2020-06-19,280,4893,344,138,7,1.1834691988600001
2020-06-18,127,5037,335,141,7,1.18765160411
2020-06-17,196,5177,351,149,10,1.1916837006299998
2020-06-16,241,4030,364,151,12,1.19553308986
2020-06-15,196,3871,346,138,0,1.1991613383
2020-06-14,290,4188,321,143,4,1.19773041921
2020-06-13,127,3815,336,150,7,1.19597943529
2020-06-12,160,4712,311,150,8,1.19385899826
2020-06-11,246,3606,325,156,4,1.19131652919
2020-06-10,143,4233,312,143,13,1.18829817692
2020-06-09,83,3658,315,146,8,1.1847517053799999
2020-06-08,108,3108,327,149,0,1.1806304677500001
2020-06-07,109,3332,322,148,1,1.17589843765
2020-06-06,258,3634,309,137,2,1.17053605146
2020-06-05,274,4712,315,131,9,1.1645463083
2020-06-04,102,4822,300,123,6,1.15796024781
2020-06-03,128,3343,296,124,9,1.15084070374
2020-06-02,89,2919,306,130,3,1.14328316578
2020-06-01,200,3182,292,121,0,1.13541286045
2020-05-31,150,3280,283,120,1,1.12737783803
2020-05-30,170,3328,291,122,1,1.1193385166399998
2020-05-29,163,3925,262,100,3,1.11145535172
2020-05-28,87,3477,291,119,6,1.1038764729000001
2020-05-27,112,2718,307,125,5,1.09672728487
2020-05-26,105,2311,301,119,0,1.09010348912
2020-05-25,120,2535,300,119,0,1.08406813741
2020-05-24,170,2907,286,117,1,1.07865246549
2020-05-23,202,2794,278,122,11,1.0738596263200002
2020-05-22,104,3126,269,127,7,1.06967016213
2020-05-21,95,2660,262,119,14,1.06604809513
2020-05-20,240,3168,275,120,10,1.0629467643100001
2020-05-19,58,2371,269,116,0,1.06031385796
2020-05-18,46,1526,263,111,0,1.0580953909200002
2020-05-17,147,1029,267,117,2,1.0562385998700001
2020-05-16,87,1581,251,103,2,1.05469386849
2020-05-15,145,2580,250,110,4,1.0534158600299999
2020-05-14,216,2128,259,102,0,1.0523640484899999
2020-05-13,152,2107,257,105,3,1.05150282394
2020-05-12,54,2134,263,88,1,1.05080131734
2020-05-11,53,1657,232,85,0,1.05023305704
2020-05-10,115,1580,230,81,2,1.04977553842
2020-05-09,141,1696,228,85,3,1.04940976279
2020-05-08,139,2054,222,77,5,1.04911978188
2020-05-07,84,1784,222,78,1,1.04889226931
2020-05-06,123,2195,216,71,4,1.04871613105
2020-05-05,66,2183,210,70,4,1.04858215943
2020-05-04,84,1807,214,71,5,1.04848273124
2020-05-03,102,1459,218,66,0,1.04841154817
2020-05-02,90,1648,215,64,2,1.04836341509
2020-05-01,149,2069,218,62,5,1.04833405249
2020-04-30,122,1541,214,74,1,1.04831993903
2020-04-29,100,1610,211,76,2,1.04831817814
2020-04-28,32,1342,203,75,3,1.0482968633399998
2020-04-27,48,1051,189,76,0,1.04829394235
2020-04-26,98,1160,180,73,1,1.0483071622700002
2020-04-25,118,1200,177,74,2,1.04833234312
2020-04-24,30,1380,175,68,0,1.0483687533600001
2020-04-23,67,1248,170,75,2,1.04841395454
2020-04-22,66,1342,172,73,1,1.04847882666
2020-04-21,24,1143,179,77,0,1.04854729934
2020-04-20,36,744,172,73,1,1.04862094916
2020-04-19,68,790,162,73,0,1.04870191384
2020-04-18,56,889,157,64,4,1.04879309429
2020-04-17,72,1038,160,58,3,1.04889843052
2020-04-16,50,1079,152,55,3,1.0490232791299998
2020-04-15,83,1010,156,73,3,1.04917492989
2020-04-14,21,753,147,57,0,1.0493633139899998
2020-04-13,7,494,149,54,0,1.04960197611
2020-04-12,49,605,138,63,1,1.04990940999
2020-04-11,80,899,144,44,1,1.0503108922600002
2020-04-10,57,951,139,69,0,1.0508409971
2020-04-09,63,765,146,45,0,1.05154703531
2020-04-08,89,969,153,49,2,1.05249373536
2020-04-07,40,753,143,71,1,1.05376955863
2020-04-06,49,510,145,73,0,1.05549507343
2020-04-05,47,629,144,70,0,1.05783368211
2020-04-04,70,730,143,70,1,1.0610043931200002
2020-04-03,55,894,131,66,0,1.0652945552200002
2020-04-02,54,1176,129,67,3,1.0710663831799998
2020-04-01,104,1078,117,50,3,1.07874414681
2020-03-31,38,640,,,3,1.08876329662
2020-03-30,33,729,,,0,1.1014732232
2020-03-29,24,748,,,0,1.11702583536
2020-03-28,79,917,,,1,1.1353225085
2020-03-27,66,782,,,2,1.15606017692
2020-03-26,64,926,,,0,1.17882904212
2020-03-25,36,575,,,0,1.2031839562
2020-03-24,25,498,,,1,1.22865653374
2020-03-23,28,333,,,0,1.25472514554
2020-03-22,17,846,,,0,1.28077973613
2020-03-21,13,437,,,0,1.30611037094
2020-03-20,12,430,,,0,1.3299337907200002
2020-03-19,10,229,,,0,1.35147225489
2020-03-18,12,245,,,,1.3700927685100002
2020-03-17,7,145,,,,1.38546645445
2020-03-16,5,136,,,,1.3976432324399999
2020-03-15,3,92,,,,1.4069801280399998
2020-03-14,8,118,,,,1.41398436742
2020-03-13,0,83,,,,1.4191704965799998
2020-03-12,0,73,,,,1.4229838963199999
2020-03-11,1,45,,,,1.42577944338
2020-03-10,0,56,,,,1.4278201542500002
2020-03-09,1,41,,,,1.4293469749
2020-03-08,0,0,,,,1.4304361777799999
2020-03-07,0,0,,,,1.43123373345
2020-03-06,1,47,,,,1.43181833404
2020-03-05,0,26,,,,1.43224730704
2020-03-04,0,0,,,,1.43256242372
2020-03-03,2,14,,,,1.43279414396
2020-03-02,0,15,,,,1.43296470398
2020-03-01,0,0,,,,1.43344495974
