Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-09-16,,,,135,,,6,0.984749676355,,,,,1
2020-09-15,359,0,6054,150,202,67,12,0.9823521337109999,,,,,8
2020-09-14,3632,21,8480,44,201,67,0,0.979961239912,,,,,0
2020-09-13,1565,33,3689,170,193,56,0,0.977577113683,,,,,0
2020-09-12,2838,88,5136,147,196,58,12,0.9751998703270001,-0.3499583472514042,-0.4138369551295134,9.409346131475582,F,37
2020-09-11,7705,184,8558,142,215,65,12,0.972829622393,-0.35575051267233265,-0.488855433646367,6.7323155890554425,F,4
2020-09-10,7405,220,7252,281,223,65,4,0.970466481786,-0.3788528859147805,-0.5356420336245715,5.119535609834341,F,1
2020-09-09,8902,213,5904,194,239,64,9,0.9681105608030001,-0.3421241471432114,-0.4464908676606313,5.337170692914542,F,19
2020-09-08,8199,251,6853,151,234,62,3,0.965761971626,-0.3208792602224179,-0.47166817364010766,5.277729423492779,F,0
2020-09-07,2127,57,3363,113,242,70,0,0.96342082252,-0.2847450220862174,-0.45505111405680804,5.9748620130692505,F,0
2020-09-06,2397,80,4444,223,238,75,2,0.96108721594,-0.3667417967723981,-0.4549375449270229,7.39287955089711,F,0
2020-09-05,2819,133,5305,251,253,77,9,0.9587612547050001,-0.31948543010633473,-0.45197947265671734,9.142791884123726,F,-1
2020-09-04,6630,230,7379,313,274,83,24,0.956443047403,-0.27996990459612214,-0.49491522782117187,7.947463489718663,F,0
2020-09-03,5978,232,7555,299,264,77,11,0.954132712283,-0.3256105437346968,-0.5158937590038924,5.9727403426865235,F,5
2020-09-02,9117,261,11064,317,272,79,19,0.9518303681389999,-0.3159263599495117,-0.4379497133075759,5.683710188759929,F,-1
2020-09-01,7976,263,7605,287,295,89,8,0.949536109243,-0.35284925754121294,-0.4585354927319372,5.498365893943667,F,12
2020-08-31,7097,267,6339,94,307,93,1,0.947250027646,-0.4026122037552174,-0.5398426147184975,4.962738993745014,D-,0
2020-08-30,2525,79,12916,254,317,98,4,0.944972216107,-0.31596915868416625,-0.442036066632635,7.875119704473489,F,0
2020-08-29,2851,131,13069,408,329,99,19,0.942702808423,-0.19632645727538067,-0.43412853798980106,10.600914166990934,F,3
2020-08-28,5912,208,812,323,341,99,9,0.940441992095,-0.2833331548186131,-0.5650084551384124,5.364321174072363,D-,11
2020-08-27,5480,264,7093,369,351,98,29,0.9381898870450001,-0.2733068627094058,-0.5358569365305839,5.710636428332584,F,18
2020-08-26,8228,259,5767,448,372,112,7,0.935946549655,-0.24702374339757724,-0.46085096992625124,5.469145490461234,F,23
2020-08-25,7978,293,5649,335,399,113,15,0.933712007183,-0.20286200647382685,-0.4506353719321722,5.702891468967996,F,10
2020-08-24,7432,245,8108,353,385,113,0,0.9314862589700001,-0.2030242321200274,-0.5089904326511207,5.98372818035967,F,0
2020-08-23,2687,131,3305,153,388,116,1,0.9292699814409999,-0.1577086039803301,-0.4332617279063226,8.60644051111146,F,0
2020-08-22,3077,176,5163,493,380,111,14,0.92953009597,-0.22542821179595476,-0.48220818137928995,9.456143625364508,F,14
2020-08-21,5906,334,7559,372,392,110,26,0.929793499287,-0.20645557966920566,-0.49659772058225976,7.73652115548804,F,30
2020-08-20,5941,314,9429,429,397,117,23,0.930060271345,-0.2781311725074445,-0.5264353977647249,6.143715926699439,F,8
2020-08-19,8484,326,6545,295,400,118,18,0.9303305049680001,-0.2926244875118615,-0.4502303658665938,6.767055785403507,F,9
2020-08-18,7957,326,5282,287,419,124,5,0.930604309434,-0.33593281947049897,-0.46060800452043654,9.53054008358159,F,21
2020-08-17,8004,289,6282,216,409,124,0,0.930881815079,-0.3939051627359064,-0.5246009271298325,9.11017335815839,F,0
2020-08-16,2816,107,6907,342,414,132,1,0.9311631792030001,-0.36254048900309066,-0.46584212774380396,11.633960651146454,F,0
2020-08-15,3115,183,7822,513,422,133,20,0.931448593662,-0.3736162902854348,-0.4783065223296789,14.273732591723585,F,10
2020-08-14,5832,371,11515,683,434,138,20,0.931738294613,-0.3198067115911754,-0.5006187817995399,9.802269136744973,F,10
2020-08-13,6748,399,9513,348,436,152,24,0.932032575019,-0.38060685349084394,-0.5423569354112979,10.072273254637846,F,23
2020-08-12,8842,306,13506,245,438,143,11,0.932331800694,-0.29256862511653714,-0.44576423068529425,7.27127161432618,F,12
2020-08-11,8424,424,5917,1051,440,141,10,0.932636430882,-0.3568764722447994,-0.4631023721164922,10.092248005070347,F,29
2020-08-10,7492,340,13839,886,441,141,0,0.932947044637,-0.4132748258770475,-0.4974551669124287,11.248437618187548,D-,0
2020-08-09,2781,125,10659,565,468,152,6,0.9332643746070001,-0.33465704246069394,-0.4608890602048151,10.411930258753898,F,0
2020-08-08,3102,215,14665,322,487,163,16,0.933589350275,-0.38651605667843975,-0.4767146116568398,13.824714691457219,F,29
2020-08-07,6537,428,6871,43,491,167,7,0.933923153229,-0.40121215521358783,-0.5146167950182777,13.493354625992318,D-,2
2020-08-06,6712,438,4521,580,511,177,32,0.93426728771,-0.4472047715778295,-0.5058144871014503,11.765573212286338,D-,39
2020-08-05,11100,513,3330,65,517,171,12,0.934623670477,-0.3830100500135368,-0.40398406763088307,12.902236558141372,F,21
2020-08-04,10213,595,5075,253,536,172,2,0.9349947450020001,-0.30125617955520123,-0.42878014491134014,12.177711996469206,F,32
2020-08-03,8193,482,3755,422,539,167,0,0.9353836260989999,-0.36358333864471976,-0.5189543363322199,10.190310575198822,F,0
2020-08-02,3340,247,17133,558,555,175,2,0.93579428234,-0.42214173066002975,-0.5153853045661482,12.60615141895839,D-,0
2020-08-01,4148,332,3173,637,554,171,31,0.936231764857,-0.39094646594942545,-0.4896786198373746,16.05031242423228,F,1
2020-07-31,7267,591,6357,418,546,169,14,0.9367024922470001,-0.27616754892049644,-0.49065444663837277,10.293806691429399,F,21
2020-07-30,7707,581,5811,506,593,191,17,0.937214601997,-0.3567992652456626,-0.5033805488856287,11.974255881312594,F,89
2020-07-29,10602,701,-1337,439,592,189,6,0.93777837847,-0.33384251725808956,-0.4269760319525199,11.533897156104189,F,8
2020-07-28,8581,591,5366,187,626,204,15,0.9384067653460001,-0.4124510264707429,-0.43552500003628347,11.283522801589713,D-,40
2020-07-27,8105,618,6100,273,640,203,2,0.939115965014,-0.2752871276735104,-0.5064332550201325,8.223039148535284,F,0
2020-07-26,2770,258,2117,420,661,204,2,0.939926117036,-0.2704384235221491,-0.483311629457542,10.184980525212946,F,0
2020-07-25,3633,352,1826,595,687,201,6,0.9408620300380001,-0.24597776537521945,-0.4889692272828998,12.377838986553735,F,1
2020-07-24,6692,599,4689,710,685,203,13,0.941953913793,-0.24475914127743725,-0.5101853154080194,9.91713257640821,F,14
2020-07-23,7797,579,4035,905,652,215,22,0.943238019188,-0.30916184244840134,-0.5129502404124507,8.919430015945435,F,10
2020-07-22,9141,595,6543,767,690,233,8,0.9447570444210001,-0.255025178429778,-0.4417613875352498,8.34975289350692,F,28
2020-07-21,7532,698,7530,990,699,233,20,0.946560113421,-0.24049492762030433,-0.44360508684569416,8.514708453425758,F,17
