Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2021-01-22,,,,892,,,1,,,,,,6
2021-01-21,572,85,25057,1340,1896,516,38,0.7672969073039999,,,,,54
2021-01-20,9873,1092,20166,1701,1935,517,31,0.7816217674060001,,,,,21
2021-01-19,18814,2152,16310,2314,1975,527,64,0.796632044904,,,,,0
2021-01-18,20729,2372,12430,1681,2007,523,46,0.812116055517,,,,,0
2021-01-17,5941,918,14853,1448,1964,538,47,0.8280189229899999,,,,,0
2021-01-16,9815,1528,25761,3454,2026,538,43,0.844647059706,,,,,34
2021-01-15,20857,2497,28401,3158,2065,542,82,0.8612285866600001,,,,,38
2021-01-14,23836,3050,27279,3221,2102,532,16,0.877642944509,,,,,13
2021-01-13,24753,3189,28387,3847,2169,544,31,0.8937316632119999,,,,,71
2021-01-12,29824,3878,20812,3824,2180,544,28,0.9089503965819999,,,0.18101143165983458,F,21
2021-01-11,29347,3670,16401,3259,2200,535,29,0.923071244845,,,,,0
2021-01-10,7639,1313,26231,3121,2221,544,50,0.935930796128,,,,,0
2021-01-09,11895,2116,33470,4204,2216,547,43,0.947294915616,,,,,48
2021-01-08,23831,3829,17080,3544,2221,528,26,0.9592048944580001,,,,,77
2021-01-07,28054,4746,27224,2701,2259,514,29,0.96889870457,,,,,37
2021-01-06,28765,4846,31915,3077,2251,502,17,0.9761827657950001,,,,,43
2021-01-05,31680,5439,20003,1376,2249,485,0,0.981695474782,,,,,61
2021-01-04,32994,5162,17427,8990,2236,504,25,0.9858674762749999,,,,,0
2021-01-03,9465,1943,33817,0,2178,500,0,0.9894608398720001,,,,,0
2021-01-02,15644,3301,0,0,2136,487,0,0.993270295766,,,,,0
2021-01-01,4917,1112,0,4406,2057,506,26,0.997646649616,,,,,81
2020-12-31,17260,3167,23385,610,2097,501,1,1.00224550076,,,,,74
2020-12-30,28296,5274,30482,4514,2128,495,27,1.00832276681,,,,,111
2020-12-29,29795,5764,12340,2452,2145,479,1,1.0157441025299998,,,,,102
2020-12-28,27593,5256,14038,2144,2106,473,0,1.0244400994399998,,,,,0
2020-12-27,7744,1760,20307,3200,2031,453,1,1.03523464492,,,,,0
2020-12-26,11974,2765,11647,2757,1990,443,22,1.04741825851,,,,,0
2020-12-25,3276,848,14569,3196,1957,432,41,1.06096079517,,,,,64
2020-12-24,13832,2571,23016,3490,1955,417,1,1.07604117272,,,,,33
