Date,New Tests Administered,Pos Tests Administered,New Tests Reported,New Cases,Hospitalizations,ICU,New Deaths,Rt Rate,Travel Distance,Visitation,Encounter Density,Social Distance Grade,SNF Cases
2020-08-26,,,,448,,,7,0.9643019632590001,,,,,23
2020-08-25,369,6,5649,335,399,113,15,0.9639255227979999,,,,,10
2020-08-24,2599,15,8108,353,385,113,0,0.963552909877,,,,,0
2020-08-23,2270,56,3305,153,388,116,1,0.9631845608030001,,,,,0
2020-08-22,2795,104,5163,493,380,111,14,0.963678375662,,,,,14
2020-08-21,5354,305,7559,372,392,110,26,0.964174163103,,,,,30
2020-08-20,5111,290,9429,429,397,117,23,0.964671943848,,,,,8
2020-08-19,7790,325,6545,295,400,118,18,0.9651717508200001,,,,,9
2020-08-18,7412,318,5282,287,419,124,5,0.96567363261,,,,,21
2020-08-17,7625,289,6282,216,409,124,0,0.966177657923,,,,,0
2020-08-16,2751,106,6907,342,414,132,1,0.9666839212839999,,,,,0
2020-08-15,3022,177,7822,513,422,133,20,0.96719255037,,,,,10
2020-08-14,5560,368,11515,683,434,138,20,0.9677037154160001,,,,,10
2020-08-13,6442,395,9513,348,436,152,24,0.968217641291,,,,,23
2020-08-12,8306,295,13506,245,438,143,11,0.968734622984,,,,,12
2020-08-11,8060,410,5917,1051,440,141,10,0.969255045461,,,,,29
2020-08-10,6864,296,13839,886,441,141,0,0.9697794091159999,,,,,0
2020-08-09,2637,116,10659,565,468,152,6,0.9703083623469999,,,,,0
2020-08-08,2934,193,14665,322,487,163,16,0.9708427432350001,,,,,29
2020-08-07,6062,385,6871,43,491,167,7,0.97138363278,,,,,2
2020-08-06,6259,409,4521,580,511,177,32,0.971932422794,,,,,39
2020-08-05,10491,486,3330,65,517,171,12,0.9724909022820001,,,,,21
2020-08-04,9807,583,5075,253,536,172,2,0.9730613670559999,,,,,32
2020-08-03,7765,449,3755,422,539,167,0,0.973646758288,,,,,0
2020-08-02,3272,244,17133,558,555,175,2,0.9742508368200001,,,,,0
2020-08-01,4082,326,3173,637,554,171,31,0.974878401062,,,,,1
2020-07-31,7171,589,6357,418,546,169,14,0.9755355571259999,,,,,21
2020-07-30,7336,561,5811,506,593,191,17,0.976230050028,,,,,89
2020-07-29,9914,673,-1337,439,592,189,6,0.976971663767,,,,,8
2020-07-28,7818,542,5366,187,626,204,15,0.9777726948890001,,,,,40
2020-07-27,6870,531,6100,273,640,203,2,0.978648497339,,,,,0
