Date,New Cases,New Tests,Hospitalizations,ICU,New Deaths,Rt Rate
2020-07-20,560,,,,1,1.04119167718
2020-07-19,415,7443,666,213,0,1.04624622763
2020-07-18,702,6386,665,214,25,1.05156886382
2020-07-17,405,4974,692,232,3,1.0570999125700002
2020-07-16,873,7086,682,235,11,1.06284645944
2020-07-15,911,5010,711,245,22,1.0689521300799998
2020-07-14,865,4522,722,238,9,1.07524478532
2020-07-13,540,10288,712,237,1,1.08183644734
2020-07-12,814,6791,674,235,2,1.08857627803
2020-07-11,1251,4199,675,233,9,1.09547546393
2020-07-10,1133,6890,671,231,10,1.10254121201
2020-07-09,1292,7315,672,227,26,1.10978037475
2020-07-08,1333,3514,691,236,7,1.11727964971
2020-07-07,1010,6786,679,234,3,1.12505218392
2020-07-06,1028,8037,659,224,0,1.1329695092799998
2020-07-05,663,4157,634,203,3,1.141062582
2020-07-04,413,5649,624,197,3,1.1492329423
2020-07-03,713,6862,594,193,6,1.1574667037100002
2020-07-02,652,5963,584,187,9,1.16576659487
2020-07-01,570,7001,556,193,5,1.17411876363
2020-06-30,779,7746,542,192,10,1.18255154375
2020-06-29,456,9918,510,176,4,1.1896375614399999
2020-06-28,146,6108,485,175,3,1.19673100654
2020-06-27,539,7952,492,170,0,1.20382541795
2020-06-26,477,1583,467,179,17,1.2109127928899999
2020-06-25,501,1261,451,166,7,1.21798329204
2020-06-24,350,3055,437,161,26,1.22502494799
2020-06-23,140,4297,406,154,4,1.23202314606
2020-06-22,171,3999,376,152,0,1.23896007571
2020-06-21,420,4081,361,142,2,1.2458139721100001
2020-06-20,396,5229,363,142,10,1.25255835515
2020-06-19,280,4893,344,138,7,1.25916163744
2020-06-18,127,5037,335,141,7,1.2655862375
2020-06-17,196,5177,351,149,10,1.27178755237
2020-06-16,241,4030,364,151,12,1.2777130711799998
2020-06-15,196,3871,346,138,0,1.2832997492899998
2020-06-14,290,4188,321,143,4,1.28099521879
2020-06-13,127,3815,336,150,7,1.27817683346
2020-06-12,160,4712,311,150,8,1.27476601191
2020-06-11,246,3606,325,156,4,1.2706790515200002
2020-06-10,143,4233,312,143,13,1.2658301936299998
2020-06-09,83,3658,315,146,8,1.26013623653
2020-06-08,108,3108,327,149,0,1.25352288339
2020-06-07,109,3332,322,148,1,1.245932779
2020-06-06,258,3634,309,137,2,1.23733484117
2020-06-05,274,4712,315,131,9,1.22773400466
