2020-10-01,3.377775976657481
2020-10-02,3.34294891466683
2020-10-03,3.41541733564086
2020-10-04,3.430264784888927
2020-10-05,3.341708542713568
2020-10-06,3.090099757561305
2020-10-07,2.9976319285342985
2020-10-08,3.0033990230130576
2020-10-09,2.961096810705223
2020-10-10,3.0069904871720956
2020-10-11,3.0026905829596413
2020-10-12,3.0240537609557503
2020-10-13,3.1179805326772914
2020-10-14,3.078036978826355
2020-10-15,3.046841882153455
2020-10-16,3.1212293278444174
2020-10-17,3.1435762866170407
2020-10-18,3.1777097715465095
2020-10-19,3.225353841836645
2020-10-20,3.213839905764869
2020-10-21,3.388035997882478
2020-10-22,3.388795869959537
2020-10-23,3.3966379862541767
2020-10-24,3.4011013749870123
2020-10-25,3.414507322991594
2020-10-26,3.413587520444593
2020-10-27,3.3700397003610756
2020-10-28,3.295101259375055
2020-10-29,3.295611083018012
2020-10-30,3.2391466094509713
2020-10-31,3.276997403847807
2020-11-01,3.296684477325661
2020-11-02,3.418860379873376
2020-11-03,3.5663360689502204
2020-11-04,3.7919929275069464
2020-11-05,4.067654459043892
2020-11-06,4.299201382048523
2020-11-07,4.332162614371203
2020-11-08,4.387262593206915
2020-11-09,4.498095853991521
2020-11-10,4.654355927928937
2020-11-11,4.781077000503271
2020-11-12,4.971784804604495
2020-11-13,5.2412052027879925
2020-11-14,5.547891078101769
2020-11-15,5.810001190302998
2020-11-16,6.302125630019207
2020-11-17,6.864693026028214
2020-11-18,7.0715295448119875
2020-11-19,7.3301754763699005
2020-11-20,7.621907327807828
2020-11-21,7.674225525402367
2020-11-22,7.82345364625837
2020-11-23,7.912688876063241
2020-11-24,8.111558028908847
2020-11-25,8.647522302533046
2020-11-26,8.972034386399027
2020-11-27,9.622976935331193
2020-11-28,10.205591059851383
2020-11-29,10.493263170068815
2020-11-30,11.36852216072817
2020-12-01,11.857662830918093
2020-12-02,12.129623652443353
2020-12-03,12.296186436846055
2020-12-04,12.51340161974038
2020-12-05,12.85588089893104
2020-12-06,13.004237699349789
2020-12-07,13.466365659978214
2020-12-08,14.061318773624528
2020-12-09,14.558016753185466
2020-12-10,14.874614789174661
2020-12-11,15.03872849813902
2020-12-12,15.084519794956616
2020-12-13,15.26914382593953
2020-12-14,15.646926262088606
2020-12-15,16.292007965346635
2020-12-16,16.65784150000679
2020-12-17,16.768727182804373
2020-12-18,16.85801454457073
2020-12-19,16.78623297275641
2020-12-20,16.704995687985104
2020-12-21,16.518089940652082
2020-12-22,16.21507956632795
2020-12-23,16.138777231899162
2020-12-24,16.31059368191721
2020-12-25,16.593760745959518
2020-12-26,17.135718585340513
2020-12-27,17.35216591236883
2020-12-28,18.262770920440985
2020-12-29,19.160226474356325
2020-12-30,19.61409819256028
2020-12-31,19.564270497580598
2021-01-01,19.515072903155232
2021-01-02,19.384771928225923
2021-01-03,19.27195662592859
2021-01-04,18.43610340714768
2021-01-05,17.9170818228714
